lakeid,lakename,year4,daynum,sampledate,depth,depth_id,dic,primary_prod_rep1,primary_prod_rep2,chla,phaeo,chla_lt_35um,phaeo_lt_35um,alk_phosphatase
"R","Peter Lake",1995,207,1995-07-26,0.00,1,1.1800,36.4320,41.1740,15.6200,29.7280,12.8060,23.4720,4.6950
"R","Peter Lake",1995,207,1995-07-26,0.70,2,1.2050,60.7700,62.4850,17.6870,27.6600,13.3800,24.8410,5.8940
"R","Peter Lake",1995,207,1995-07-26,1.55,3,1.2010,53.5510,59.8680,17.8020,27.5460,12.3470,27.1710,5.2450
"R","Peter Lake",1995,207,1995-07-26,2.70,4,0.9670,39.6620,37.9360,21.3620,47.3070,17.1130,39.8950,5.7190
"R","Peter Lake",1995,207,1995-07-26,3.40,5,1.4040,5.8540,4.6330,27.2200,64.7710,21.4200,62.1490,6.0690
"R","Peter Lake",1995,207,1995-07-26,5.00,6,1.9660,17.7260,21.3010,27.9090,49.8300,24.1190,43.9020,4.9700
"R","Peter Lake",1995,214,1995-08-02,0.00,1,1.0020,,,17.5720,34.2530,13.7820,27.6780,
"R","Peter Lake",1995,214,1995-08-02,0.60,2,1.0270,,,17.4580,31.7770,14.0120,28.0970,
"R","Peter Lake",1995,214,1995-08-02,1.30,3,0.9830,,,18.6060,37.1070,13.9550,30.0970,
"R","Peter Lake",1995,214,1995-08-02,2.30,4,1.0390,,,19.2950,40.3050,16.7110,19.5670,
"R","Peter Lake",1995,214,1995-08-02,2.90,5,1.0470,,,25.4970,47.0590,19.8120,50.1530,
"R","Peter Lake",1995,214,1995-08-02,4.50,6,1.6550,,,24.6930,49.1590,20.3290,48.3400,
"R","Peter Lake",1995,221,1995-08-09,0.00,1,0.9790,,,25.9570,46.6000,19.8120,41.7310,4.8950
"R","Peter Lake",1995,221,1995-08-09,0.75,2,1.0420,,,26.1860,42.4830,17.4000,43.4950,5.7690
"R","Peter Lake",1995,221,1995-08-09,1.40,3,1.0280,,,26.9900,48.1570,20.2140,46.5120,5.8690
"R","Peter Lake",1995,221,1995-08-09,2.50,4,0.9760,,,26.0710,52.9630,21.8790,43.5510,5.6690
"R","Peter Lake",1995,221,1995-08-09,3.25,5,0.9160,,,34.1110,72.1320,29.9190,75.6760,6.3690
"R","Peter Lake",1995,221,1995-08-09,4.70,6,1.8340,,,36.0640,48.1530,33.8240,49.0970,4.0710
"R","Peter Lake",1995,228,1995-08-16,0.00,1,0.7690,55.2840,53.8030,22.9700,52.1770,18.0890,47.9890,
"R","Peter Lake",1995,228,1995-08-16,0.70,2,0.7130,56.3190,55.5970,24.0040,55.0300,17.8590,48.8660,
"R","Peter Lake",1995,228,1995-08-16,1.40,3,0.7560,44.7660,42.0690,24.1190,61.3940,18.5490,53.3600,
"R","Peter Lake",1995,228,1995-08-16,2.40,4,0.7590,20.0700,16.1690,25.9570,66.0340,20.0420,59.6410,
"R","Peter Lake",1995,228,1995-08-16,3.40,5,1.0980,7.5040,,38.1310,106.9810,31.1250,95.2010,
"R","Peter Lake",1995,228,1995-08-16,4.70,6,1.8000,5.9540,5.8030,28.0240,71.7410,22.5110,61.0580,
"R","Peter Lake",1995,235,1995-08-23,0.00,1,0.7980,63.8650,46.4070,31.3550,46.3840,24.7510,53.6360,
"R","Peter Lake",1995,235,1995-08-23,0.90,2,0.8090,60.6880,59.5130,33.8810,50.3360,25.4970,44.4680,
"R","Peter Lake",1995,235,1995-08-23,1.70,3,0.8210,47.5710,45.1210,31.6990,47.3350,26.4730,55.8000,
"R","Peter Lake",1995,235,1995-08-23,2.80,4,0.8320,24.6610,23.4400,34.1110,57.8800,29.4020,52.8710,
"R","Peter Lake",1995,235,1995-08-23,3.30,5,1.2360,21.3820,20.5580,42.6100,83.0680,41.8060,88.4060,
"R","Peter Lake",1995,235,1995-08-23,4.90,6,2.6240,29.8290,32.0900,23.8890,48.6670,19.9270,41.2920,
"R","Peter Lake",1995,242,1995-08-30,0.00,1,0.8610,50.9880,56.3240,44.7920,82.1810,37.8440,85.8900,
"R","Peter Lake",1995,242,1995-08-30,0.65,2,0.8710,90.7860,88.8670,43.8730,93.4650,38.5900,81.9050,
"R","Peter Lake",1995,242,1995-08-30,1.30,3,0.8320,78.1260,81.7930,42.9550,99.5660,42.2660,86.6510,
"R","Peter Lake",1995,242,1995-08-30,2.20,4,0.7300,60.6460,55.1960,54.0950,101.3820,46.7450,98.3680,
"R","Peter Lake",1995,242,1995-08-30,2.80,5,0.8670,28.9650,31.1670,58.4600,109.9740,48.4680,152.3580,
"R","Peter Lake",1995,242,1995-08-30,3.40,6,1.4970,120.0100,107.5700,59.2640,124.7180,51.7980,125.0570,
"R","Peter Lake",1995,248,1995-09-05,0.00,1,,,,40.6000,113.5820,36.1400,96.0160,
"R","Peter Lake",1995,248,1995-09-05,0.75,2,,,,45.3670,112.7020,40.0830,93.3680,
"R","Peter Lake",1995,248,1995-09-05,1.50,3,,,,45.8260,122.6080,44.4480,92.2430,
"R","Peter Lake",1995,248,1995-09-05,2.45,4,,,,52.9470,146.5830,44.9650,116.3430,
"R","Peter Lake",1995,248,1995-09-05,3.00,5,,,,65.2360,166.6850,51.8560,138.6040,
"R","Peter Lake",1995,248,1995-09-05,4.50,6,,,,49.7310,138.1380,45.1370,125.8880,
"R","Peter Lake",1996,149,1996-05-28,0.00,1,1.8050,,,4.8700,4.5410,4.7030,3.8290,
"R","Peter Lake",1996,149,1996-05-28,0.90,2,1.7990,,,5.2260,4.1850,4.7980,3.7340,
"R","Peter Lake",1996,149,1996-05-28,1.80,3,1.8720,,,4.4520,3.8750,4.5370,3.7450,
"R","Peter Lake",1996,149,1996-05-28,3.00,4,2.2320,,,8.9080,10.3330,7.6310,9.9360,
"R","Peter Lake",1996,149,1996-05-28,4.00,5,3.1350,,,11.0060,12.8350,9.6800,12.2790,
"R","Peter Lake",1996,149,1996-05-28,6.00,6,5.1150,,,20.0130,28.2970,15.7570,29.8340,
"R","Peter Lake",1996,156,1996-06-04,0.00,1,1.3130,19.8610,23.1180,26.9110,18.1480,24.7960,16.8350,
"R","Peter Lake",1996,156,1996-06-04,0.60,2,1.2690,19.1480,12.0650,30.6350,10.6160,24.2200,15.8890,
"R","Peter Lake",1996,156,1996-06-04,1.30,3,1.2860,15.2470,11.7090,24.1480,16.4690,23.2110,15.3750,
"R","Peter Lake",1996,156,1996-06-04,2.40,4,1.5540,3.4110,4.1190,19.1420,13.8590,17.9610,14.4050,
"R","Peter Lake",1996,156,1996-06-04,3.50,5,2.1790,3.4030,2.5340,16.9800,14.3290,15.8580,14.6040,
"R","Peter Lake",1996,156,1996-06-04,5.90,6,4.4280,1.2560,0.9520,25.2290,16.6570,23.3070,15.6170,
"R","Peter Lake",1996,163,1996-06-11,0.00,1,0.3810,,,65.4750,41.1420,59.5080,34.4170,
"R","Peter Lake",1996,163,1996-06-11,0.50,2,0.3670,,,67.6380,42.7880,60.5500,35.9140,
"R","Peter Lake",1996,163,1996-06-11,1.00,3,0.4470,,,72.3230,44.4490,63.0320,38.5080,
"R","Peter Lake",1996,163,1996-06-11,2.00,4,0.4540,,,64.2740,41.0750,58.6270,36.5670,
"R","Peter Lake",1996,163,1996-06-11,3.00,5,1.3650,,,24.5080,24.9930,23.3070,21.1170,
"R","Peter Lake",1996,163,1996-06-11,5.60,6,3.0390,,,32.3170,31.1460,27.6320,25.6770,
"R","Peter Lake",1996,170,1996-06-18,0.00,1,0.2980,60.5840,61.1900,78.6260,189.9020,40.7780,111.4720,
"R","Peter Lake",1996,170,1996-06-18,0.45,2,0.3770,76.3450,70.5090,80.1700,165.7720,41.1740,121.1140,
"R","Peter Lake",1996,170,1996-06-18,1.00,3,0.2590,38.2650,29.7150,81.5950,164.3460,43.8660,118.4220,
"R","Peter Lake",1996,170,1996-06-18,1.80,4,0.2880,5.7400,4.9480,78.5070,191.2760,43.8660,116.7490,
"R","Peter Lake",1996,170,1996-06-18,2.60,5,0.4830,0.8560,0.7060,61.4040,156.9320,40.7780,108.9620,
"R","Peter Lake",1996,170,1996-06-18,5.50,6,4.2100,1.4020,1.1870,19.7160,45.5340,14.0150,34.5040,
"R","Peter Lake",1996,177,1996-06-25,0.00,1,0.3760,,,55.1090,105.5060,48.3790,125.6200,
"R","Peter Lake",1996,177,1996-06-25,0.60,2,0.3590,,,56.1780,128.2780,50.2790,139.6140,
"R","Peter Lake",1996,177,1996-06-25,1.20,3,0.3280,,,55.2280,121.6990,47.7450,137.9650,
"R","Peter Lake",1996,177,1996-06-25,1.90,4,0.2770,,,55.9410,139.8090,52.1000,144.4850,
"R","Peter Lake",1996,177,1996-06-25,2.60,5,0.5330,,,57.9600,155.3570,53.1300,130.9080,
"R","Peter Lake",1996,177,1996-06-25,4.90,6,2.4940,,,29.2170,77.4410,28.4260,67.7760,
"R","Peter Lake",1996,184,1996-07-02,0.00,1,0.3440,85.2800,85.8750,46.9140,40.9220,44.1820,42.3990,
"R","Peter Lake",1996,184,1996-07-02,0.45,2,0.2320,59.2520,56.3050,47.3100,42.6180,46.7950,41.0410,
"R","Peter Lake",1996,184,1996-07-02,0.95,3,0.2710,68.3140,68.5240,48.8940,47.3080,46.6770,44.9240,
"R","Peter Lake",1996,184,1996-07-02,1.70,4,0.2130,51.4390,52.3590,44.9350,49.1760,43.8260,42.7550,
"R","Peter Lake",1996,184,1996-07-02,2.40,5,0.3780,25.2030,21.7980,38.2040,57.9970,35.7500,62.1250,
"R","Peter Lake",1996,184,1996-07-02,4.50,6,2.6330,3.8260,3.5680,25.3380,45.7680,23.8730,51.4150,
"R","Peter Lake",1996,191,1996-07-09,0.00,1,,,,99.7670,0.6180,95.8470,3.2820,
"R","Peter Lake",1996,191,1996-07-09,0.35,2,,,,96.5990,1.6930,96.0850,1.7900,
"R","Peter Lake",1996,191,1996-07-09,0.60,3,,,,96.7970,1.4960,96.2040,1.6710,
"R","Peter Lake",1996,191,1996-07-09,1.00,4,,,,95.2140,0.9880,95.6100,2.2650,
"R","Peter Lake",1996,191,1996-07-09,1.40,5,,,,99.9650,0.4200,96.5600,2.5700,
"R","Peter Lake",1996,191,1996-07-09,1.80,6,,,,99.1730,1.2110,98.1040,2.2800,
"R","Peter Lake",1996,198,1996-07-16,0.00,1,,13.4790,13.6290,128.9840,-0.9940,104.7550,0.6480,
"R","Peter Lake",1996,198,1996-07-16,0.30,2,,5.6680,5.8390,128.0340,2.4660,103.0920,2.3110,
"R","Peter Lake",1996,198,1996-07-16,0.50,3,,5.0930,5.2140,129.4590,1.0400,119.9570,0.5040,
"R","Peter Lake",1996,198,1996-07-16,0.80,4,,6.5070,6.5980,133.4970,2.0210,110.9310,4.5110,
"R","Peter Lake",1996,198,1996-07-16,1.00,5,,12.3950,12.1420,135.8730,-2.8640,121.3830,-0.9220,
"R","Peter Lake",1996,198,1996-07-16,1.70,6,,5.6910,5.7600,150.3630,0.2140,123.7580,4.2320,
"R","Peter Lake",1996,205,1996-07-23,0.00,1,0.1060,,,126.6090,1.3810,124.4710,1.0100,
"R","Peter Lake",1996,205,1996-07-23,0.30,2,0.1340,,,123.5210,-0.5500,122.0950,0.8750,
"R","Peter Lake",1996,205,1996-07-23,0.50,3,0.1190,,,125.4210,2.5690,125.6580,-0.1780,
"R","Peter Lake",1996,205,1996-07-23,0.85,4,0.1100,,,128.7460,-0.7570,130.1720,2.8370,
"R","Peter Lake",1996,205,1996-07-23,1.10,5,0.1400,,,128.5090,1.9910,127.7960,0.1940,
"R","Peter Lake",1996,205,1996-07-23,1.70,6,0.1210,,,142.7610,0.2860,144.4240,1.1330,
"R","Peter Lake",1996,212,1996-07-30,0.00,1,0.4320,61.1010,61.9170,142.2860,3.2710,149.6500,-81.8910,
"R","Peter Lake",1996,212,1996-07-30,0.25,2,0.5040,72.8880,72.3900,144.4240,1.1330,152.9750,-80.1970,
"R","Peter Lake",1996,212,1996-07-30,0.45,3,0.4090,55.9890,56.5440,147.5120,3.0640,140.1480,2.8990,
"R","Peter Lake",1996,212,1996-07-30,0.75,4,0.3630,44.8660,48.2080,144.1860,3.8800,144.1860,1.3710,
"R","Peter Lake",1996,212,1996-07-30,1.00,5,0.4370,37.6770,34.4510,142.7610,0.2860,142.0490,0.9990,
"R","Peter Lake",1996,212,1996-07-30,1.60,6,0.2460,3.6510,3.1560,146.5620,4.0140,136.5850,1.4430,
"R","Peter Lake",1996,219,1996-08-06,0.00,1,0.1780,,,93.5910,6.7940,89.7900,3.0650,
"R","Peter Lake",1996,219,1996-08-06,0.35,2,0.3290,,,91.9280,3.4370,89.5520,3.3030,
"R","Peter Lake",1996,219,1996-08-06,0.65,3,0.5050,,,84.3270,3.5100,81.2390,4.0880,
"R","Peter Lake",1996,219,1996-08-06,1.10,4,0.3140,,,91.9280,0.9280,87.8900,2.4560,
"R","Peter Lake",1996,219,1996-08-06,1.40,5,0.0900,,,117.1070,0.8440,112.8310,2.6110,
"R","Peter Lake",1996,219,1996-08-06,1.90,6,0.0740,,,114.7320,3.2200,113.3060,2.1350,
"R","Peter Lake",1996,226,1996-08-13,0.00,1,0.3450,89.8030,90.0880,47.7450,14.9950,38.8160,13.2260,
"R","Peter Lake",1996,226,1996-08-13,0.45,2,0.3580,91.1610,90.2080,46.0830,19.1670,39.4570,12.5860,
"R","Peter Lake",1996,226,1996-08-13,0.90,3,0.3710,79.9640,84.0790,46.5580,13.6730,34.6790,15.2820,
"R","Peter Lake",1996,226,1996-08-13,1.45,4,0.2130,50.9610,53.9940,53.6840,16.5850,41.4270,15.2990,
"R","Peter Lake",1996,226,1996-08-13,1.80,5,0.3530,47.4470,48.6400,53.9210,16.3470,44.6570,18.0830,
"R","Peter Lake",1996,226,1996-08-13,2.70,6,3.7730,2.4370,4.2980,16.6990,19.7310,13.1520,13.9100,
"R","Peter Lake",1996,233,1996-08-20,0.00,1,2.2740,,,1.4040,3.5400,1.1080,2.9680,
"R","Peter Lake",1996,233,1996-08-20,0.65,2,2.2240,,,1.1450,3.0180,1.0670,2.7490,
"R","Peter Lake",1996,233,1996-08-20,1.40,3,2.2450,,,1.1580,3.2660,1.0840,2.5590,
"R","Peter Lake",1996,233,1996-08-20,2.40,4,2.9050,,,1.0710,2.5720,0.9440,2.4390,
"R","Peter Lake",1996,233,1996-08-20,3.10,5,4.7440,,,0.9610,4.2440,0.9110,3.9460,
"R","Peter Lake",1996,233,1996-08-20,6.10,6,6.3010,,,11.6390,36.0430,10.1350,35.4560,
"R","Peter Lake",1996,240,1996-08-27,0.00,1,0.5800,101.6810,103.4600,13.7430,20.0840,16.6740,26.0010,
"R","Peter Lake",1996,240,1996-08-27,0.30,2,0.5720,100.4300,99.9640,12.8570,24.0930,18.3740,31.3270,
"R","Peter Lake",1996,240,1996-08-27,0.60,3,0.5530,97.7140,95.4920,10.4920,18.6520,13.4970,24.4940,
"R","Peter Lake",1996,240,1996-08-27,1.10,4,0.5710,100.2610,92.4450,12.8570,24.6140,14.0140,27.3600,
"R","Peter Lake",1996,240,1996-08-27,1.50,5,0.5710,95.5500,82.3480,10.7390,21.5280,12.2660,24.6850,
"R","Peter Lake",1996,240,1996-08-27,2.40,6,0.7960,4.4100,3.2520,13.2020,26.3510,14.9500,32.6690,
"R","Peter Lake",1996,246,1996-09-02,0.00,1,,,,10.0000,23.8280,11.1820,32.7940,
"R","Peter Lake",1996,246,1996-09-02,0.35,2,,,,8.4230,25.9250,10.3440,30.7690,
"R","Peter Lake",1996,246,1996-09-02,0.65,3,,,,9.3100,26.0790,8.6200,27.5490,
"R","Peter Lake",1996,246,1996-09-02,1.20,4,,,,9.1130,23.6740,8.9900,27.1800,
"R","Peter Lake",1996,246,1996-09-02,1.50,5,,,,9.8520,24.4960,13.3990,34.2200,
"R","Peter Lake",1996,246,1996-09-02,2.30,6,,,,26.2550,69.5030,36.5810,100.1920,
"R","Peter Lake",1997,147,1997-05-27,0.00,1,1.5650,,,5.9370,4.5450,5.1370,4.3670,
"R","Peter Lake",1997,147,1997-05-27,0.86,2,1.7080,,,5.7550,5.0760,4.6770,3.9880,
"R","Peter Lake",1997,147,1997-05-27,1.65,3,1.6430,,,5.9670,5.2140,4.8470,4.3780,
"R","Peter Lake",1997,147,1997-05-27,2.80,4,1.5550,,,8.9260,8.3120,8.1180,7.6050,
"R","Peter Lake",1997,147,1997-05-27,3.60,5,1.7320,,,15.2270,16.4540,13.4800,14.1240,
"R","Peter Lake",1997,147,1997-05-27,5.50,6,4.1300,,,17.7510,29.0710,16.6000,29.0570,
"R","Peter Lake",1997,154,1997-06-03,0.00,1,1.4560,10.1090,10.1700,9.8140,8.0060,7.7300,6.2460,
"R","Peter Lake",1997,154,1997-06-03,0.80,2,1.5110,7.6450,8.0200,9.0270,7.3960,6.9310,5.9280,
"R","Peter Lake",1997,154,1997-06-03,1.70,3,1.4930,8.7130,6.8450,9.2390,8.5810,7.1970,6.2200,
"R","Peter Lake",1997,154,1997-06-03,3.20,4,1.5040,3.8230,3.8360,6.1120,9.0790,4.5400,6.7800,
"R","Peter Lake",1997,154,1997-06-03,4.20,5,2.2670,7.6010,6.5210,11.3490,16.1380,9.3900,14.0200,
"R","Peter Lake",1997,154,1997-06-03,6.30,6,4.0850,2.1770,2.1350,17.3270,26.6990,14.7420,23.9260,
"R","Peter Lake",1997,161,1997-06-10,0.00,1,1.1580,,,11.6620,10.3510,9.3780,8.2320,
"R","Peter Lake",1997,161,1997-06-10,1.06,2,1.2230,,,10.6020,11.0620,8.2390,8.2530,
"R","Peter Lake",1997,161,1997-06-10,1.55,3,1.4080,,,11.6930,19.0560,6.6400,7.8960,
"R","Peter Lake",1997,161,1997-06-10,2.77,4,1.3590,,,12.2380,20.2580,6.8340,8.2610,
"R","Peter Lake",1997,161,1997-06-10,3.70,5,1.6900,,,13.8130,23.9240,8.6940,11.2230,
"R","Peter Lake",1997,161,1997-06-10,5.75,6,4.0500,,,23.6880,30.1220,20.5170,25.1390,
"R","Peter Lake",1997,168,1997-06-17,0.00,1,0.9430,59.7460,69.8000,16.7210,39.1850,10.3230,22.3820,
"R","Peter Lake",1997,168,1997-06-17,0.72,2,0.9700,66.4680,66.4070,17.8420,38.7630,10.0080,22.6970,
"R","Peter Lake",1997,168,1997-06-17,1.58,3,0.9890,49.6650,51.0810,17.9020,37.6540,9.7900,23.1940,
"R","Peter Lake",1997,168,1997-06-17,2.66,4,0.9560,30.1240,22.7380,17.3870,40.9650,9.0630,21.9650,
"R","Peter Lake",1997,168,1997-06-17,3.50,5,1.2100,16.7430,13.3720,19.9120,49.5050,8.7240,22.3740,
"R","Peter Lake",1997,168,1997-06-17,5.30,6,4.4310,4.5430,5.5460,18.2360,32.7790,18.9830,22.9470,
"R","Peter Lake",1997,175,1997-06-24,0.00,1,0.3350,,,24.8330,56.0260,8.1670,17.5500,
"R","Peter Lake",1997,175,1997-06-24,0.75,2,0.4230,,,25.4960,58.0140,7.4640,16.0170,
"R","Peter Lake",1997,175,1997-06-24,1.50,3,0.3750,,,26.8820,64.5810,7.5850,16.7340,
"R","Peter Lake",1997,175,1997-06-24,2.50,4,0.2700,,,36.1040,81.8700,6.8580,16.6230,
"R","Peter Lake",1997,175,1997-06-24,3.50,5,0.5980,,,44.2010,92.7730,16.3880,24.8430,
"R","Peter Lake",1997,175,1997-06-24,5.20,6,2.6020,,,24.8330,58.6770,11.6720,26.9960,
"R","Peter Lake",1997,182,1997-07-01,0.00,1,0.2310,56.5520,55.0740,53.8450,142.3370,27.3040,80.7290,
"R","Peter Lake",1997,182,1997-07-01,0.55,2,0.1820,42.0810,42.0680,55.3560,134.4640,27.5540,79.2480,
"R","Peter Lake",1997,182,1997-07-01,1.20,3,0.2610,53.9060,57.2130,55.9350,136.2710,27.4240,66.6850,
"R","Peter Lake",1997,182,1997-07-01,2.00,4,0.2540,50.3820,50.7350,55.5730,144.5860,21.9310,56.3370,
"R","Peter Lake",1997,182,1997-07-01,2.90,5,0.2840,16.3480,16.2520,41.9510,115.7900,12.6010,32.1240,
"R","Peter Lake",1997,182,1997-07-01,4.90,6,2.1960,2.9460,2.4610,38.0460,84.9470,20.1620,36.8620,
"R","Peter Lake",1997,189,1997-07-08,0.00,1,0.3840,,,34.8960,86.2340,24.7990,72.1050,
"R","Peter Lake",1997,189,1997-07-08,0.56,2,0.3820,,,38.0460,87.7430,26.1720,63.2780,
"R","Peter Lake",1997,189,1997-07-08,1.25,3,0.4130,,,37.6830,96.4920,25.4450,62.1410,
"R","Peter Lake",1997,189,1997-07-08,2.30,4,0.4280,,,39.8640,105.4920,26.2530,76.2420,
"R","Peter Lake",1997,189,1997-07-08,3.05,5,1.3690,,,43.3780,88.0020,40.7930,67.2920,
"R","Peter Lake",1997,189,1997-07-08,5.00,6,3.1570,,,27.5050,70.3310,15.9130,39.0610,
"R","Peter Lake",1997,196,1997-07-15,0.00,1,1.1480,21.2230,21.8860,6.5110,13.6130,5.3290,11.3130,
"R","Peter Lake",1997,196,1997-07-15,1.00,2,1.1060,23.8400,7.6930,6.7440,14.1540,5.2460,10.6220,
"R","Peter Lake",1997,196,1997-07-15,1.90,3,0.9630,44.9460,39.7170,6.8190,15.2400,5.0130,11.2420,
"R","Peter Lake",1997,196,1997-07-15,3.00,4,1.0180,22.3120,18.0880,8.9180,20.6890,5.6450,15.2530,
"R","Peter Lake",1997,196,1997-07-15,3.60,5,1.5460,18.5400,19.4200,36.3500,36.3280,29.8880,27.8820,
"R","Peter Lake",1997,196,1997-07-15,5.40,6,3.1250,3.8000,2.9070,19.9830,35.7460,17.6090,27.1150,
"R","Peter Lake",1997,203,1997-07-22,0.00,1,1.1920,,,15.6710,17.8730,14.0550,14.8300,
"R","Peter Lake",1997,203,1997-07-22,0.75,2,0.9190,,,15.6620,15.1060,13.8130,14.1400,
"R","Peter Lake",1997,203,1997-07-22,1.60,3,0.9740,,,15.4620,17.3370,13.3390,15.1070,
"R","Peter Lake",1997,203,1997-07-22,2.50,4,1.0090,,,15.0380,17.1810,13.2720,14.2060,
"R","Peter Lake",1997,203,1997-07-22,3.20,5,1.2730,,,19.7840,26.6580,17.4480,22.6180,
"R","Peter Lake",1997,203,1997-07-22,4.80,6,3.6370,,,38.4100,48.2450,35.7840,42.4840,
"R","Peter Lake",1997,210,1997-07-29,0.00,1,0.3160,,,28.2720,21.1120,27.8680,24.3110,
"R","Peter Lake",1997,210,1997-07-29,0.70,2,0.3330,,,33.6840,22.2220,30.7760,25.1300,
"R","Peter Lake",1997,210,1997-07-29,1.20,3,0.4130,,,28.1110,19.4100,26.8990,21.5530,
"R","Peter Lake",1997,210,1997-07-29,2.10,4,0.5830,,,23.8700,20.8550,21.6480,20.2810,
"R","Peter Lake",1997,210,1997-07-29,2.90,5,0.9930,,,18.5600,26.4310,16.9630,23.1030,
"R","Peter Lake",1997,210,1997-07-29,4.25,6,1.4450,,,41.0750,41.3860,34.4110,32.6760,
"R","Peter Lake",1997,217,1997-08-05,0.00,1,0.2680,56.8850,56.3410,36.9150,28.3080,36.9960,28.2280,
"R","Peter Lake",1997,217,1997-08-05,0.52,2,0.3750,70.4220,83.1610,34.8960,26.6010,33.7650,26.8000,
"R","Peter Lake",1997,217,1997-08-05,1.10,3,0.3620,74.6380,70.1830,36.1080,26.7870,33.1190,25.5830,
"R","Peter Lake",1997,217,1997-08-05,1.90,4,0.4550,69.7450,68.9620,37.6830,28.0070,34.4110,25.2220,
"R","Peter Lake",1997,217,1997-08-05,2.50,5,0.5330,36.1470,45.1300,33.6840,27.8120,30.4530,24.5210,
"R","Peter Lake",1997,217,1997-08-05,4.00,6,1.3860,14.0730,11.9100,78.1520,68.6010,76.5090,50.7450,
"R","Peter Lake",1997,224,1997-08-12,0.00,1,0.4380,84.3620,82.6150,42.4890,57.2100,38.3690,67.8520,
"R","Peter Lake",1997,224,1997-08-12,0.50,2,0.3840,69.0020,68.9270,40.2270,63.1990,37.9650,67.3240,
"R","Peter Lake",1997,224,1997-08-12,1.10,3,0.4450,69.9050,64.7800,40.1060,59.1270,39.5810,69.4360,
"R","Peter Lake",1997,224,1997-08-12,2.20,4,0.4380,32.1110,23.0020,41.3180,64.9040,37.0770,70.0760,
"R","Peter Lake",1997,224,1997-08-12,3.00,5,0.6100,7.5330,5.8240,40.8330,77.9670,35.8650,77.8110,
"R","Peter Lake",1997,224,1997-08-12,4.90,6,2.5750,2.7570,2.2330,35.7440,67.6820,32.3510,59.8940,
"R","Peter Lake",1997,231,1997-08-19,0.00,1,0.2160,,,84.0890,121.3660,76.1870,84.6470,
"R","Peter Lake",1997,231,1997-08-19,0.46,2,0.2470,,,90.6320,137.1850,86.4740,97.3370,
"R","Peter Lake",1997,231,1997-08-19,0.89,3,0.2620,,,89.7840,128.2500,84.7060,115.0120,
"R","Peter Lake",1997,231,1997-08-19,1.65,4,0.2720,,,84.3320,126.7140,79.5620,90.1090,
"R","Peter Lake",1997,231,1997-08-19,2.25,5,0.3330,,,73.5480,129.1120,77.3120,111.8010,
"R","Peter Lake",1997,231,1997-08-19,3.75,6,1.4310,,,65.0660,127.8100,62.6860,105.2180,
"R","Peter Lake",1997,238,1997-08-26,0.00,1,0.5140,104.1560,101.2560,100.5680,134.2380,96.2060,135.8040,
"R","Peter Lake",1997,238,1997-08-26,0.50,2,0.4520,92.8410,93.2000,107.3530,138.6340,99.2350,162.1260,
"R","Peter Lake",1997,238,1997-08-26,0.90,3,0.4460,88.7720,89.5520,101.2950,141.8970,97.6600,151.1220,
"R","Peter Lake",1997,238,1997-08-26,1.60,4,0.4460,72.9580,68.9890,101.5370,144.4500,95.2370,161.9310,
"R","Peter Lake",1997,238,1997-08-26,2.20,5,0.4510,59.5810,58.3970,91.1170,149.2790,92.0860,172.0700,
"R","Peter Lake",1997,238,1997-08-26,3.70,6,1.7090,1.6320,1.8850,74.6380,123.8280,73.3060,143.3310,
"R","Peter Lake",1997,245,1997-09-02,0.00,1,0.3020,,,105.4150,213.2500,102.2260,149.6300,
"R","Peter Lake",1997,245,1997-09-02,0.40,2,0.3120,,,107.1110,197.5770,101.0200,161.4400,
"R","Peter Lake",1997,245,1997-09-02,0.80,3,0.3180,,,105.6570,235.3700,100.2970,180.7210,
"R","Peter Lake",1997,245,1997-09-02,1.50,4,0.2810,,,107.1110,214.3490,102.2260,202.6530,
"R","Peter Lake",1997,245,1997-09-02,2.00,5,0.3080,,,110.0190,244.9850,102.2260,168.1880,
"R","Peter Lake",1997,245,1997-09-02,3.30,6,1.2300,,,116.0770,169.0440,106.3240,203.8560,
"R","Peter Lake",1998,146,1998-05-26,0.00,1,1.6620,,,4.6420,6.0830,3.8030,5.5570,
"R","Peter Lake",1998,146,1998-05-26,1.00,2,1.5930,,,4.7540,6.6210,4.2510,6.1500,
"R","Peter Lake",1998,146,1998-05-26,2.00,3,1.5170,,,4.9500,6.7510,4.1840,6.2170,
"R","Peter Lake",1998,146,1998-05-26,3.30,4,0.6940,,,11.0740,15.5770,10.0010,15.4810,
"R","Peter Lake",1998,146,1998-05-26,4.00,5,0.7070,,,16.3320,18.7700,13.2280,17.3240,
"R","Peter Lake",1998,146,1998-05-26,4.80,6,0.7170,,,208.6150,161.7460,47.7460,52.7990,
"R","Peter Lake",1998,153,1998-06-02,0.00,1,1.5220,7.0040,6.8950,4.8100,8.8410,4.6530,9.3870,
"R","Peter Lake",1998,153,1998-06-02,1.00,2,1.5530,12.3320,11.9860,4.8380,9.7880,4.4300,9.3510,
"R","Peter Lake",1998,153,1998-06-02,1.90,3,1.5440,11.3120,11.2340,4.6760,9.3650,4.0490,8.6910,
"R","Peter Lake",1998,153,1998-06-02,3.80,4,0.4560,20.6460,20.1580,16.4160,34.2870,15.3030,34.3600,
"R","Peter Lake",1998,153,1998-06-02,4.30,5,0.9860,23.1700,19.5020,13.9080,28.5610,11.9130,26.7640,
