fish_id,food_item,number_indiv
991159,"DAPHN",31
991159,"CHIRO",1
991162,"CHIRO",1
991162,"MOLLU",8
991162,"LEECH",1
991163,"DAPHN",94
991163,"AMPHI",32
991163,"OTHER",20
991163,"CHIRO",158
991163,"ODONN",2
991167,"POLYP",1
991167,"DAPHN",14
991167,"CHAOB",5
991167,"TRICH",1
991167,"BASSF",1
991168,"EPHEM",1
991168,"CHAOB",4
991168,"AMPHI",1
991168,"CHIRO",2
991168,"ODONN",4
991168,"TRICH",1
991169,"DAPHN",4
991169,"OTHER",6
991169,"CHIRO",120
991169,"TRICH",1
991170,"EPHEM",1
991170,"CHIRO",1
991170,"ODONN",1
991171,"DAPHN",19
991171,"CHIRO",7
991173,"POLYP",15
991173,"DAPHN",2
991173,"CHIRO",1
991173,"OFISH",5
991176,"ODONA",1
991176,"TRICH",2
991176,"OFISH",1
991179,"POLYP",3
991179,"DAPHN",17
991179,"CHAOB",18
991179,"CHIRO",1
991179,"ODONN",1
991179,"OFISH",2
991181,"DAPHN",55
991181,"CHAOB",1
991185,"DAPHN",10
991185,"TRICH",2
991186,"CHAOB",1
991186,"ODONN",19
991186,"TRICH",1
991186,"LEECH",1
991187,"DAPHN",9
991187,"CHIRO",126
991187,"ODONN",3
991188,"POLYP",3
991188,"CHIRO",2
991188,"OFISH",2
991190,"DAPHN",2
991190,"MITES",4
991190,"AMPHI",2
991190,"CHIRO",6
991190,"ODONN",1
991190,"TRICH",3
991191,"EPHEM",1
991191,"OTHER",5
991191,"CHIRO",103
991191,"ODONN",1
991191,"TRICH",2
991192,"COLEO",1
991192,"TRICH",1
991194,"POLYP",18
991194,"DAPHN",6
991194,"EPHEM",1
991194,"BASSF",18
991198,"ODONA",1
991198,"MOLLU",37
991199,"DAPHN",12
991199,"EPHEM",1
991199,"CHAOB",1
991199,"OTHER",1
991199,"CHIRO",1
991199,"ODONN",3
991200,"POLYP",1
991200,"DAPHN",29
991200,"CHAOB",1
991200,"AMPHI",1
991201,"CHIRO",1
991201,"ODONN",1
991201,"TRICH",1
991202,"DAPHN",2
991202,"AMPHI",20
991202,"OTHER",1
991202,"CHIRO",6
991202,"TRICH",2
991203,"CHIRO",1
991203,"ODONN",3
991203,"TRICH",1
991206,"DAPHN",3
991206,"LEECH",1
991208,"DAPHN",62
991208,"CHIRO",202
991210,"EPHEM",1
991210,"CHAOB",1
991210,"ODONN",3
991213,"DAPHN",1
991213,"EPHEM",1
991213,"CHAOB",4
991213,"ODONN",4
991213,"TRICH",1
991213,"MOLLU",1
991213,"BASSF",1
991213,"BASSY",1
991214,"TRICH",1
991215,"EPHEM",6
991215,"CHAOB",2
991215,"CHIRO",2
991215,"ODONN",12
991216,"TRICH",3
991216,"OFISH",10
991217,"CHAOB",4
991217,"ODONN",6
991217,"TRICH",4
991218,"POLYP",19
991218,"DAPHN",2
991218,"CHIRO",1
991218,"OFISH",2
991219,"POLYP",23
991219,"DAPHN",4
991219,"OFISH",1
991220,"ODONN",24
991220,"TRICH",4
991221,"DAPHN",16
991221,"MITES",1
991221,"AMPHI",36
991221,"CHIRO",1
991221,"TRICH",1
991222,"DAPHN",2
991222,"CHIRO",3
991222,"ODONN",8
991222,"TRICH",3
991222,"MOLLU",1
991222,"BASSF",1
991224,"POLYP",2
991224,"DAPHN",16
991224,"AMPHI",3
991224,"CHIRO",1
991224,"TRICH",1
991225,"DAPHN",5
991225,"OTHER",1
991226,"DAPHN",2
991226,"OTHER",1
991227,"OTHER",5
991227,"CHIRO",3
991227,"ODONN",5
991227,"TRICH",2
991227,"LEECH",2
991227,"VERTE",2
991229,"DAPHN",3
991229,"TRICH",3
991231,"ODONN",1
991232,"POLYP",21
991232,"ODONN",1
991232,"OFISH",11
991233,"DAPHN",1
991233,"MITES",1
991233,"CHIRO",9
991233,"ODONN",1
991233,"TRICH",2
991233,"LEECH",2
991235,"CHIRO",1
991236,"POLYP",2
991236,"CHIRO",1
991240,"DAPHN",2
991240,"ODONN",3
991240,"TRICH",1
991241,"DAPHN",2
991241,"ODONN",1
991241,"OFISH",6
991243,"ODONN",3
991243,"TRICH",2
991244,"TRICH",2
991245,"POLYP",16
991245,"DAPHN",7
991245,"OTHER",1
991245,"MOLLU",1
991245,"OFISH",6
991246,"POLYP",5
991246,"CHIRO",6
991246,"TRICH",3
991246,"OFISH",4
991247,"DAPHN",33
991247,"TRICH",6
991249,"ODONN",1
991249,"TRICH",1
991249,"VERTE",1
991250,"POLYP",2
991250,"DAPHN",24
991250,"AMPHI",1
991250,"TRICH",1
991250,"VERTE",1
991251,"DAPHN",2
991251,"ODONN",1
991251,"TRICH",1
991251,"LEECH",2
991252,"POLYP",2
991252,"DAPHN",1
991252,"ODONN",1
991252,"LEECH",2
991254,"DAPHN",1
991254,"CHIRO",2
991254,"TRICH",3
991255,"DAPHN",3
991255,"CHAOB",5
991255,"CHIRO",1
991255,"ODONN",3
991255,"TRICH",8
991255,"MOLLU",2
991256,"EPHEM",1
991256,"COLEO",1
991256,"ODONN",2
991256,"TRICH",11
991257,"DAPHN",3
991257,"CHIRO",6
991257,"COLEO",1
991257,"TRICH",5
991258,"DAPHN",5
991258,"ODONA",1
991258,"BASSY",1
991263,"DAPHN",1
991263,"AMPHI",1
991263,"CHIRO",3
991263,"COLEO",2
991263,"ODONN",2
991263,"TRICH",2
991263,"VERTE",1
991264,"CHIRO",1
991264,"TRICH",2
991264,"OFISH",1
991269,"POLYP",1
991269,"ODONN",1
991269,"TRICH",1
991269,"OFISH",1
991270,"POLYP",13
991270,"CHIRO",14
991270,"OFISH",4
991271,"POLYP",2
991271,"DAPHN",33
991271,"CHAOB",1
991271,"AMPHI",3
991274,"DAPHN",2
991274,"OTHER",2
991274,"ODONN",1
991274,"LEECH",2
991275,"DAPHN",3
991275,"CHAOB",3
991275,"AMPHI",1
991275,"LEECH",1
991276,"CHIRO",2
991276,"ODONN",8
991276,"BASSY",5
991277,"DAPHN",1
991277,"MITES",1
991277,"TRICH",1
991278,"POLYP",167
991278,"DAPHN",21
991278,"CHIRO",1
991278,"ODONN",1
991278,"OFISH",17
991279,"DAPHN",25
991279,"COLEO",1
991279,"TRICH",9
991280,"POLYP",3
991280,"CHIRO",21
991280,"MOLLU",1
991280,"OFISH",6
991281,"TRICH",2
991283,"POLYP",1
200001,"POLYP",1
200001,"DAPHN",2
200001,"CHAOB",1
200001,"AMPHI",1
200001,"OTHER",1
200002,"CHAOB",116
200002,"AMPHI",8
200002,"OTHER",11
200003,"CHAOB",3
200003,"OTHER",3
200003,"CHIRO",1
200004,"OTHER",1
200004,"CHIRO",2
200005,"EPHEM",3
200005,"CHAOB",1
200005,"MITES",27
200005,"OTHER",2
200005,"CHIRO",5
200005,"NOTON",1
200006,"OTHER",3
200006,"CHIRO",1
200007,"CHAOB",3
200007,"AMPHI",1
200007,"OTHER",2
200008,"DAPHN",6
200008,"AMPHI",33
200008,"OTHER",4
200009,"DAPHN",6
200009,"AMPHI",16
200010,"CHAOB",1
200010,"CHIRO",1
200011,"DAPHN",2
200011,"CHAOB",2
200011,"COLEO",1
200012,"POLYP",1
200012,"DAPHN",3
200012,"AMPHI",12
200012,"OTHER",3
200012,"CHIRO",1
200013,"CHAOB",1
200013,"OTHER",1
200013,"CHIRO",1
200014,"CHIRO",1
200014,"COLEO",1
200014,"TRICH",1
200014,"LEECH",1
200015,"OTHER",2
200017,"CHAOB",31
200017,"AMPHI",21
200017,"LEECH",1
200018,"CHAOB",3
200018,"AMPHI",5
200018,"OTHER",5
200019,"AMPHI",54
200019,"OTHER",2
200020,"CHAOB",1
200020,"AMPHI",43
200020,"OTHER",1
200020,"CHIRO",1
200021,"ODONA",1
200023,"EPHEM",1
200023,"AMPHI",46
200023,"OTHER",6
200023,"COLEO",1
200024,"OTHER",66
200024,"CHIRO",1
200025,"CHAOB",3
200025,"CHIRO",1
200025,"ODONA",2
200026,"AMPHI",14
200026,"OTHER",6
200075,"CHAOB",1
200076,"CHAOB",1
200076,"OTHER",1
200076,"ODONN",1
200076,"TRICH",1
200077,"CHAOB",3
200077,"AMPHI",1
200078,"CHAOB",13
200078,"AMPHI",4
200078,"OTHER",1
200078,"CHIRO",3
200079,"CHAOB",1
200079,"OTHER",1
200079,"CHIRO",3
200080,"CHAOB",14
200080,"AMPHI",58
200080,"OTHER",6
200080,"ODONN",1
200081,"CHIRO",1
200081,"LEECH",1
200082,"AMPHI",3
200082,"OTHER",1
200082,"ODONN",1
200083,"OTHER",2
200084,"CHAOB",6
200085,"CHAOB",1
200086,"CHAOB",1
200086,"AMPHI",3
200104,"OTHER",1
200104,"ODONN",1
200104,"MOLLU",8
200104,"LEECH",1
200105,"OTHER",1
200105,"BASSY",1
200106,"CHAOB",1
200108,"OTHER",6
200109,"OTHER",2
200109,"CHIRO",1
200110,"OTHER",1
200110,"ODONN",1
200111,"OTHER",1
200111,"CHIRO",1
200111,"ODONN",1
200112,"OTHER",1
200113,"OTHER",1
200113,"ODONA",1
200113,"MOLLU",1
200115,"BASSY",1
200116,"OTHER",1
200118,"BASSY",1
200118,"OFISH",1
200119,"CHAOB",1
200120,"CHIRO",1
200121,"OTHER",3
200122,"CHIRO",3
200122,"TRICH",1
200123,"ODONA",1
200124,"ODONA",1
200125,"CHAOB",1
200125,"TRICH",1
200125,"LEECH",3
200126,"ODONN",1
200126,"LEECH",2
200127,"DAPHN",1
200127,"AMPHI",3
200127,"ODONN",3
200128,"ODONN",9
200129,"OTHER",1
200129,"ODONN",2
200129,"LEECH",2
200130,"DAPHN",2
200130,"OTHER",1
200130,"CHIRO",1
200131,"OTHER",1
200132,"COLEO",1
200133,"CHAOB",4
200133,"CHIRO",2
200133,"ODONN",3
200133,"TRICH",1
200134,"DAPHN",1
200135,"CHIRO",3
200137,"COLEO",1
200137,"ODONN",4
200138,"DAPHN",2
200138,"ODONN",4
200141,"OTHER",1
200141,"CHIRO",1
200141,"ODONN",1
200142,"OTHER",1
200142,"ODONN",1
200142,"MOLLU",3
200143,"CHIRO",1
200145,"CHAOB",4
200145,"ODONN",2
200147,"CHAOB",1
200222,"BASSF",1
200223,"ODONA",1
200223,"MOLLU",1
200224,"ODONN",1
200225,"CHIRO",2
200226,"DAPHN",3
200226,"CHIRO",1
200227,"CHIRO",5
200229,"ODONN",2
200230,"CHIRO",1
200230,"ODONN",1
200231,"CHAOB",2
200231,"ODONN",1
200232,"CHAOB",1
200232,"AMPHI",3
200232,"CHIRO",1
200232,"ODONN",1
200232,"TRICH",19
200233,"ODONA",1
200233,"BASSF",1
200234,"DAPHN",23
200234,"CHAOB",3
200235,"CHAOB",18
200235,"ODONN",1
200236,"CHAOB",2
200236,"ODONA",3
200237,"ODONN",2
200237,"MOLLU",1
200238,"AMPHI",1
200238,"CHIRO",1
200238,"ODONN",2
200239,"CHAOB",4
200239,"CHIRO",1
200240,"CHAOB",1
200240,"ODONN",3
200240,"TRICH",2
200241,"CHIRO",4
200241,"LEECH",3
200242,"AMPHI",2
200242,"ODONN",4
200242,"LEECH",1
200243,"OTHER",1
200244,"CHAOB",1
200244,"OTHER",1
200244,"CHIRO",3
200245,"CHAOB",3
200245,"OTHER",2
200245,"CHIRO",4
200246,"ODONN",1
200246,"ODONA",3
200249,"COLEO",1
200249,"ODONN",1
200250,"ODONN",1
200252,"CHAOB",3
200252,"CHIRO",4
200252,"ODONN",1
200252,"MOLLU",2
200253,"ODONN",1
200254,"CHIRO",1
200255,"DAPHN",3
200255,"CHIRO",1
200255,"ODONN",1
200256,"CHAOB",13
200256,"CHIRO",27
200256,"ODONN",2
200257,"CHAOB",5
200257,"OTHER",1
200257,"ODONN",1
200257,"LEECH",1
200259,"ODONN",17
200260,"DAPHN",4
200260,"CHIRO",3
200260,"ODONN",2
200263,"OTHER",1
200263,"ODONN",2
200263,"LEECH",1
200264,"CHIRO",2
200264,"ODONN",5
200265,"CHAOB",3
200265,"OTHER",1
200265,"BASSF",2
200266,"OTHER",1
200267,"OTHER",1
200267,"COLEO",2
200267,"OFISH",1
200269,"OTHER",1
200269,"CHIRO",2
200270,"ODONA",1
200270,"OFISH",1
200271,"CHAOB",1
200271,"OTHER",1
200271,"ODONN",1
200271,"TRICH",1
200272,"ODONN",1
200273,"CHIRO",1
200273,"BASSF",1
200273,"OFISH",1
200274,"OTHER",1
200275,"ODONA",1
200276,"OTHER",1
200276,"ODONN",2
200277,"ODONN",1
200278,"ODONA",3
200279,"CHIRO",1
200279,"ODONN",1
200280,"DAPHN",8
200280,"CHAOB",2
200280,"COLEO",1
200280,"ODONN",1
200281,"CHIRO",1
200281,"ODONN",3
200281,"LEECH",1
200282,"CHAOB",1
200282,"CHIRO",4
200282,"TRICH",1
200283,"ODONA",1
200284,"CHAOB",1
200284,"ODONN",1
200284,"ODONA",1
200285,"ODONN",3
200285,"MOLLU",11
200285,"LEECH",1
200286,"DAPHN",2
200286,"ODONN",1
200287,"OTHER",1
200287,"CHIRO",1
200288,"DAPHN",11
200288,"CHAOB",1
200288,"ODONN",1
200288,"TRICH",1
200289,"ODONN",14
200290,"CHIRO",1
200290,"ODONN",4
200291,"CHAOB",2
200291,"CHIRO",3
200291,"ODONN",1
200304,"CHAOB",2
200304,"ODONN",2
200304,"ODONA",1
200305,"CHAOB",1
200305,"CHIRO",2
200305,"ODONA",3
200305,"BASSF",4
200307,"DAPHN",2
200307,"CHAOB",1
200307,"OTHER",1
200310,"CHAOB",3
200310,"OTHER",3
200310,"CHIRO",2
200310,"ODONN",3
200311,"MOLLU",1
200311,"BASSF",3
200311,"OFISH",1
200312,"CHAOB",1
200312,"ODONA",3
200314,"CHAOB",1
200314,"OTHER",2
200316,"CHIRO",2
200316,"ODONA",1
200316,"BASSF",6
200320,"CHAOB",1
200320,"ODONN",1
200320,"MOLLU",1
200321,"EPHEM",1
200321,"CHIRO",2
200321,"ODONN",2
200322,"DAPHN",124
200322,"EPHEM",1
200322,"CHAOB",11
200322,"OTHER",2
200322,"CHIRO",2
200322,"TRICH",1
200323,"DAPHN",81
200323,"CHAOB",2
200323,"CHIRO",5
200323,"ODONN",1
200323,"NOTON",2
200324,"DAPHN",33
200324,"CHAOB",5
200324,"CHIRO",1
200325,"CHAOB",6
200325,"CHIRO",6
200325,"ODONN",3
200325,"TRICH",2
200326,"CHAOB",2
200326,"CHIRO",2
200326,"MOLLU",1
200326,"LEECH",1
200327,"CHIRO",1
200328,"CHAOB",4
200328,"CHIRO",8
200328,"BASSF",1
200329,"BASSF",3
200330,"DAPHN",118
200330,"CHAOB",6
200330,"CHIRO",22
200331,"CHIRO",1
200331,"LEECH",1
200331,"BASSF",2
200332,"NOTON",5
200332,"BASSF",2
200333,"DAPHN",1
200333,"CHAOB",2
200333,"NOTON",4
200334,"CHAOB",5
200334,"CHIRO",4
200334,"BASSF",2
200335,"DAPHN",60
200335,"CHAOB",2
200335,"MEGAL",1
200335,"OTHER",1
200335,"CHIRO",3
200335,"TRICH",46
200336,"CHAOB",1
200336,"OTHER",2
200336,"BASSF",3
200337,"OTHER",1
200337,"CHIRO",3
200337,"LEECH",1
200338,"DAPHN",71
200338,"CHAOB",2
200338,"OTHER",2
200339,"DAPHN",66
200340,"DAPHN",4
200340,"CHAOB",1
200340,"CHIRO",2
200340,"BASSF",1
200341,"CHAOB",54
200341,"OTHER",1
200341,"CHIRO",45
200342,"DAPHN",136
200342,"CHAOB",11
200342,"OTHER",1
200342,"CHIRO",9
200343,"DAPHN",29
200343,"OTHER",2
200343,"CHIRO",1
200358,"ODONN",1
200358,"BASSF",1
200359,"BASSF",3
200361,"ODONN",1
200361,"ODONA",2
200362,"OFISH",1
200363,"OFISH",1
200364,"OTHER",1
200364,"OFISH",1
200365,"OTHER",1
200365,"CHIRO",1
200365,"NOTON",1
200366,"TRICH",1
200366,"BASSF",1
200367,"CHAOB",2
200367,"ODONN",1
200368,"OFISH",1
200369,"ODONN",1
200370,"CHAOB",1
200370,"CHIRO",2
200371,"OTHER",1
200372,"EPHEM",1
200372,"OFISH",1
200373,"OTHER",1
200373,"CHIRO",3
200375,"ODONN",1
200376,"CHAOB",1
200376,"CHIRO",2
200376,"ODONN",1
200377,"TRICH",1
200378,"CHAOB",1
200378,"BASSF",3
200379,"OTHER",1
200379,"ODONN",3
200379,"MOLLU",9
200380,"MEGAL",1
200380,"MOLLU",1
200381,"ODONN",1
200382,"ODONN",6
200383,"CHIRO",1
200383,"ODONN",1
200384,"ODONN",6
200385,"ODONN",3
200386,"ODONN",3
200387,"ODONN",12
200387,"OFISH",1
200388,"ODONN",1
200389,"ODONN",4
200390,"ODONN",1
200391,"CHIRO",1
200391,"ODONN",6
200391,"BASSF",1
200392,"ODONN",4
200393,"OTHER",1
200394,"ODONN",3
200405,"ODONN",1
200405,"NOTON",1
200405,"BASSF",1
200406,"ODONN",1
200406,"BASSF",1
200407,"ODONN",1
200407,"BASSF",1
200408,"LEECH",1
200408,"BASSF",1
200409,"ODONN",1
200409,"OFISH",1
200410,"ODONN",1
200410,"BASSF",5
200411,"CHAOB",1
200411,"MEGAL",1
200411,"OTHER",1
200411,"CHIRO",2
200411,"BASSF",1
200412,"ODONN",1
200412,"DACES",1
200413,"EPHEM",1
200413,"OTHER",1
200413,"ODONN",1
200414,"CHAOB",1
200414,"OTHER",4
200414,"BASSF",1
200415,"ODONA",1
200415,"BASSF",4
200415,"OFISH",1
200423,"CHIRO",1
200423,"ODONN",2
200423,"BASSY",3
200423,"OFISH",1
200424,"CHAOB",1
200424,"ODONN",1
200425,"DAPHN",2
200425,"CHIRO",4
200425,"BASSF",3
200426,"CHIRO",2
200426,"ODONN",1
200426,"BASSY",1
200426,"OFISH",1
200427,"CHAOB",2
200427,"CHIRO",1
200427,"ODONN",1
200427,"BASSY",1
200427,"OFISH",1
200428,"CHAOB",1
200428,"ODONN",3
200429,"CHAOB",3
200429,"ODONN",1
200430,"ODONA",1
200430,"DACES",1
200431,"OFISH",2
200432,"CHIRO",4
200433,"CHIRO",2
200433,"ODONN",1
200434,"BASSY",1
200435,"ODONN",1
200435,"BASSF",1
200436,"CHIRO",10
200436,"ODONN",1
200437,"CHAOB",1
200437,"CHIRO",2
200437,"ODONN",1
200437,"BASSF",1
200437,"OFISH",1
200438,"CHIRO",2
200438,"ODONN",1
200438,"BASSF",1
200439,"CHIRO",17
200439,"ODONN",1
200440,"CHAOB",2
200440,"BASSF",1
200441,"CHAOB",1
200441,"BASSF",1
200442,"CHAOB",5
200443,"ODONN",1
200443,"BASSF",1
200444,"ODONN",3
200445,"ODONN",1
200445,"BASSF",1
200446,"CHAOB",2
200446,"CHIRO",2
200446,"BASSF",1
200448,"CHAOB",1
200448,"OTHER",2
200448,"CHIRO",2
200451,"ODONN",1
200452,"CHAOB",3
200452,"CHIRO",2
200453,"CHAOB",2
200456,"CHAOB",2
200456,"ODONA",1
200457,"CHIRO",238
200459,"CHIRO",5
200460,"CHAOB",1
200460,"ODONA",1
200460,"TRICH",1
200461,"ODONN",1
200465,"CHIRO",1
200465,"ODONA",1
200465,"DACES",1
200465,"BASSF",2
200466,"CHAOB",1
200466,"CHIRO",1
200466,"BASSF",2
200467,"EPHEM",1
200467,"CHAOB",174
200467,"OTHER",2
200467,"CHIRO",1
200467,"ODONN",1
200468,"CHAOB",41
200468,"ODONN",1
200468,"ODONA",1
200469,"CHAOB",3
200469,"CHIRO",1
200469,"ODONN",2
200469,"ODONA",1
200469,"BASSF",1
200477,"DAPHN",1
200477,"EPHEM",1
200477,"CHAOB",8
200477,"AMPHI",1
200477,"CHIRO",1
200477,"BASSF",2
200478,"EPHEM",1
200478,"CHAOB",322
200478,"CHIRO",6
200479,"CHAOB",567
200479,"AMPHI",1
200479,"CHIRO",2
200480,"CHAOB",11
200480,"LEECH",1
200481,"CHAOB",7
200481,"AMPHI",2
200481,"CHIRO",1
200482,"CHAOB",3
200482,"CHIRO",1
200482,"DACES",1
200483,"CHAOB",1
200483,"CHIRO",3
200483,"ODONN",3
200491,"CHAOB",36
200491,"AMPHI",1
200491,"ODONN",1
200491,"MOLLU",1
200492,"CHAOB",84
200492,"OTHER",1
200493,"DAPHN",4
200493,"CHAOB",323
200494,"EPHEM",1
200494,"CHAOB",1
200494,"AMPHI",1
200494,"ODONN",1
200495,"DAPHN",37
200495,"CHAOB",138
200495,"ODONN",1
200496,"DAPHN",34
200496,"CHAOB",79
200496,"ODONN",1
200496,"DACES",1
200497,"DAPHN",4
200497,"CHIRO",1
200497,"ODONN",1
200497,"NOTON",1
200497,"LEECH",1
200497,"DACES",1
200497,"BASSY",3
200498,"DAPHN",353
200498,"AMPHI",1
200498,"COLEO",2
200498,"ODONA",1
200500,"DAPHN",18
200500,"CHAOB",98
200501,"DAPHN",1
200501,"CHAOB",9
200501,"ODONN",1
200501,"ODONA",1
200502,"CHAOB",97
200502,"ODONN",2
200502,"MOLLU",1
200503,"CHAOB",4
200503,"CHIRO",1
200503,"ODONN",1
200504,"CHAOB",163
200504,"AMPHI",3
200504,"ODONN",1
200505,"DAPHN",2
200505,"CHAOB",10
200506,"CHAOB",2
200556,"CHAOB",6
200556,"CHIRO",2
200556,"ODONN",1
200557,"CHAOB",4
200557,"CHIRO",3
200557,"ODONN",1
200559,"CHAOB",2
200559,"CHIRO",2
200559,"DACES",1
200560,"CHAOB",3
200560,"ODONN",4
200561,"CHIRO",128
200561,"ODONN",4
200562,"CHIRO",130
200563,"CHAOB",5
200563,"CHIRO",2
200564,"CHAOB",4
200564,"CHIRO",3
200564,"ODONN",1
200565,"DAPHN",1
200565,"CHAOB",2
200565,"MITES",1
200565,"CHIRO",2
200565,"ODONN",2
200566,"CHIRO",2
200566,"ODONN",1
200567,"CHAOB",1
200567,"CHIRO",4
200567,"ODONA",1
210158,"DAPHN",110
210158,"CHAOB",429
210158,"OTHER",2
210161,"EPHEM",2
210161,"COLEO",1
210161,"ODONA",1
210161,"BASSF",4
210165,"EPHEM",2
210165,"TRICH",1
210165,"BASSF",7
210167,"DAPHN",163
210167,"MITES",212
210167,"AMPHI",15
210167,"CHIRO",1
210167,"COLEO",2
210167,"LEECH",1
210170,"DAPHN",82
210170,"CHAOB",1018
210170,"CHIRO",1
210171,"DAPHN",10
210171,"OTHER",2
210171,"ODONN",4
210171,"ODONA",1
210171,"LEECH",1
210176,"CHAOB",692
210176,"AMPHI",1
210176,"CHIRO",13
210178,"DAPHN",23
210178,"CHAOB",48
210178,"ODONN",1
210183,"OTHER",2
210183,"CHIRO",6
210186,"CHAOB",2
210186,"CHIRO",1
210188,"OTHER",2
210188,"TRICH",1
210189,"EPHEM",3
210189,"CHAOB",7
210190,"CHAOB",2
210190,"CHIRO",1
210190,"TRICH",2
210191,"DAPHN",53
210191,"EPHEM",1
210191,"CHAOB",85
210191,"BASSF",1
210195,"CHAOB",317
210195,"AMPHI",1
210195,"CHIRO",4
210195,"ODONA",1
210196,"EPHEM",2
210196,"CHAOB",16
210196,"AMPHI",1
210196,"OTHER",1
210196,"CHIRO",1
210196,"ODONN",2
210196,"TRICH",19
210196,"LEECH",4
210197,"DAPHN",3
210197,"CHAOB",2
210197,"OTHER",5
210197,"CHIRO",1
210197,"BASSF",1
210198,"DAPHN",15
210198,"EPHEM",1
210198,"CHAOB",13
210198,"ODONN",3
210199,"DAPHN",2
210199,"CHAOB",110
210199,"MITES",2
210199,"CHIRO",3
210199,"COLEO",4
210199,"ODONA",2
210201,"CHAOB",35
210201,"AMPHI",2
210201,"OTHER",22
210201,"ODONN",1
210201,"TRICH",4
210203,"DAPHN",10
210203,"EPHEM",2
210203,"CHAOB",4
210203,"CHIRO",1
210203,"COLEO",1
210203,"ODONN",3
210203,"MOLLU",4
210205,"DAPHN",49
210205,"EPHEM",1
210205,"CHAOB",30
210205,"OTHER",1
210206,"EPHEM",1
210206,"CHAOB",7
210206,"OTHER",1
210206,"CHIRO",4
210206,"ODONA",1
210207,"CHAOB",3
210207,"OTHER",16
210207,"CHIRO",9
210207,"COLEO",1
210207,"ODONA",1
210207,"TRICH",4
210209,"DAPHN",98
210209,"CHAOB",282
210209,"CHIRO",5
210209,"ODONN",3
210210,"CHAOB",268
210210,"MITES",5
210210,"AMPHI",3
210210,"OTHER",4
210210,"CHIRO",2
210211,"DAPHN",5
210211,"CHAOB",243
210211,"MITES",6
210211,"CHIRO",1
210211,"ODONN",1
210211,"NOTON",1
210212,"CHAOB",15
210212,"OTHER",4
210212,"CHIRO",2
210212,"ODONN",1
210212,"ODONA",1
210212,"MOLLU",1
210214,"CHAOB",36
210214,"COLEO",1
210215,"EPHEM",1
210215,"CHAOB",194
210217,"CHAOB",219
210217,"MITES",1
210217,"AMPHI",1
210217,"OTHER",1
210217,"CHIRO",5
210217,"COLEO",3
210219,"EPHEM",1
210219,"CHAOB",152
210219,"CHIRO",164
210219,"ODONA",1
210223,"EPHEM",2
210223,"CHAOB",50
210223,"BASSF",1
210229,"DAPHN",1
210229,"EPHEM",1
210230,"DAPHN",341
210230,"CHAOB",450
210230,"CHIRO",8
210231,"DAPHN",332
210231,"CHAOB",77
210231,"MITES",42
210234,"EPHEM",2
210234,"CHAOB",33
210234,"AMPHI",1
210234,"OTHER",1
210234,"COLEO",1
210234,"ODONN",5
210234,"ODONA",1
210234,"MOLLU",2
210234,"BASSF",1
210236,"CHAOB",128
210236,"AMPHI",1
210236,"COLEO",1
210236,"ODONA",1
210237,"EPHEM",1
210237,"MITES",2
210237,"CHIRO",2
210237,"ODONN",1
210237,"TRICH",2
210237,"BASSF",12
210238,"OTHER",2
210238,"ODONN",2
210238,"ODONA",1
210238,"TRICH",1
210238,"MOLLU",1
210239,"EPHEM",2
210239,"ODONA",4
210239,"BASSF",2
210241,"CHAOB",3
210241,"OTHER",3
210241,"ODONA",1
210241,"LEECH",1
210244,"CHAOB",26
210244,"COLEO",2
210245,"DAPHN",10
210245,"CHAOB",3
210245,"OTHER",22
210245,"COLEO",2
210245,"ODONN",3
210245,"TRICH",1
210248,"EPHEM",3
210248,"CHAOB",6
210248,"AMPHI",1
210248,"OTHER",1
210248,"CHIRO",2
210248,"ODONN",2
210248,"TRICH",1
210252,"CHAOB",59
210252,"CHIRO",3
210253,"EPHEM",4
210253,"CHAOB",8
210253,"AMPHI",2
210253,"CHIRO",1
210253,"ODONN",2
210257,"DAPHN",132
210257,"CHAOB",131
210257,"MITES",16
210257,"CHIRO",2
210259,"DAPHN",2
210259,"CHAOB",20
210259,"OTHER",2
210259,"CHIRO",3
210259,"VERTE",1
210263,"EPHEM",2
210263,"CHAOB",119
210263,"AMPHI",6
210263,"TRICH",1
210265,"CHAOB",42
210265,"OTHER",1
210265,"CHIRO",1
210266,"DAPHN",5
210266,"CHAOB",1
210266,"OTHER",3
210266,"COLEO",1
210266,"TRICH",1
210269,"CHAOB",11
210269,"OTHER",4
210269,"CHIRO",1
210269,"COLEO",1
210272,"DAPHN",6
210272,"EPHEM",1
210272,"MOLLU",2
210273,"DAPHN",10
210273,"OTHER",1
210273,"CHIRO",4
210277,"CHAOB",5
210277,"MOLLU",1
210279,"DAPHN",10
210279,"EPHEM",1
210279,"CHAOB",7
210279,"CHIRO",2
210279,"ODONN",5
210279,"TRICH",1
210279,"MOLLU",1
210282,"EPHEM",1
210282,"CHAOB",443
210282,"AMPHI",1
210282,"OTHER",8
210282,"CHIRO",72
210283,"EPHEM",11
210283,"CHAOB",1
210283,"AMPHI",1
210283,"CHIRO",6
210283,"ODONN",3
210283,"LEECH",1
210284,"EPHEM",1
210284,"CHAOB",46
210284,"OTHER",1
210284,"CHIRO",2
210284,"COLEO",1
210284,"TRICH",1
210284,"MOLLU",12
210288,"DAPHN",170
210288,"EPHEM",2
210288,"CHAOB",17
210288,"OTHER",1
210288,"CHIRO",1
210288,"ODONN",9
210288,"NOTON",1
