lakeid,lakename,year4,daynum,sampledate,old_taxon_code,standard_taxon_code,group_code,taxon_name,net_efficiency,number_per_net,vol_haul,density,mean_length,mean_individ_biomass,total_biomass
"R","Peter Lake",1986,182,1986-07-01,"FLONG","FIL","ROT","Filinia longispina",0.254,37.5,707,0.209,0.190,0.089,0.019
"R","Peter Lake",1986,182,1986-07-01,"KTEST","KTEST","ROT","Keratella testudo",0.254,25.0,707,0.139,0.110,0.003,0.000
"R","Peter Lake",1986,182,1986-07-01,"PVULG","PVULG","ROT","Polyarthra vulgaris",0.254,2671.5,707,14.877,0.160,0.115,1.706
"R","Peter Lake",1986,182,1986-07-01,"CCOL","CCOL","ROT","colonial Conochilus sp.",0.254,77.5,707,0.432,0.170,2.910,1.256
"R","Peter Lake",1986,189,1986-07-08,"COPD","COPD","OCOP","Copepodite",0.148,59.5,707,0.569,0.500,1.334,0.758
"R","Peter Lake",1986,189,1986-07-08,"NAUP","NAUP","OCOP","Nauplii",0.148,181.5,707,1.735,0.190,0.922,1.599
"R","Peter Lake",1986,189,1986-07-08,"KCOCH","KCOCH","ROT","Keratella cochlearis",0.254,427.5,707,2.381,0.100,0.002,0.005
"R","Peter Lake",1986,189,1986-07-08,"KLONG","KLONG","ROT","Kellicotia longispina",0.254,224.0,707,1.247,0.140,0.008,0.010
"R","Peter Lake",1986,189,1986-07-08,"PVULG","PVULG","ROT","Polyarthra vulgaris",0.254,416.0,707,2.317,0.150,0.095,0.219
"R","Peter Lake",1986,189,1986-07-08,"FLONG","FIL","ROT","Filinia longispina",0.254,10.0,707,0.056,0.140,0.036,0.002
"R","Peter Lake",1986,189,1986-07-08,"GHYPT","MSBR","ROT","Gastropus hyptopus",0.254,6.5,707,0.036,0.120,0.035,0.001
"R","Peter Lake",1986,189,1986-07-08,"CCOL","CCOL","ROT","colonial Conochilus sp.",0.254,86.5,707,0.482,0.170,2.910,1.402
"R","Peter Lake",1986,189,1986-07-08,"DPUL","DPUL","CLAD","Daphnia pulex",0.108,90.5,707,1.185,1.500,21.060,24.961
"R","Peter Lake",1986,189,1986-07-08,"DROS","DROS","CLAD","Daphnia rosea",0.108,20.0,707,0.262,0.670,2.352,0.616
"R","Peter Lake",1986,189,1986-07-08,"HGIB","HGIB","CLAD","Holopedium gibberum",0.108,37.0,707,0.485,1.240,15.490,7.506
"R","Peter Lake",1986,189,1986-07-08,"ORTH","ORTH","OCOP","Orthocyclops modestus",0.148,4.0,707,0.038,0.960,7.053,0.270
"R","Peter Lake",1986,189,1986-07-08,"DOREG","FDIAPT","OCOP","Diaptomus oregonensis",0.148,112.0,707,1.070,0.890,2.660,2.847
"R","Peter Lake",1986,189,1986-07-08,"EPSH","EPSH","CCOP","Epischura lacustris",0.148,3.5,707,0.033,1.860,14.122,0.472
"R","Peter Lake",1986,189,1986-07-08,"MESO","MESO","CCOP","Mesocyclops edax",0.148,1.5,707,0.014,1.300,14.899,0.214
"R","Peter Lake",1986,196,1986-07-15,"DPUL","DPUL","CLAD","Daphnia pulex",0.108,59.0,707,0.773,1.080,8.618,6.659
"R","Peter Lake",1986,196,1986-07-15,"DROS","DROS","CLAD","Daphnia rosea",0.108,25.0,707,0.327,0.670,2.352,0.770
"R","Peter Lake",1986,196,1986-07-15,"HGIB","HGIB","CLAD","Holopedium gibberum",0.108,11.5,707,0.151,0.940,8.659,1.304
"R","Peter Lake",1986,196,1986-07-15,"DIAPH","DIAPH","CLAD","Diaphanosoma birgei",0.108,16.5,707,0.216,0.750,2.112,0.456
"R","Peter Lake",1986,196,1986-07-15,"DOREG","FDIAPT","OCOP","Diaptomus oregonensis",0.148,46.5,707,0.444,0.890,2.660,1.182
"R","Peter Lake",1986,196,1986-07-15,"COPD","COPD","OCOP","Copepodite",0.148,283.5,707,2.709,0.490,1.267,3.432
"R","Peter Lake",1986,196,1986-07-15,"NAUP","NAUP","OCOP","Nauplii",0.148,450.0,707,4.301,0.210,0.966,4.156
"R","Peter Lake",1986,196,1986-07-15,"KCOCH","KCOCH","ROT","Keratella cochlearis",0.254,258.5,707,1.439,0.100,0.002,0.003
"R","Peter Lake",1986,196,1986-07-15,"KLONG","KLONG","ROT","Kellicotia longispina",0.254,228.5,707,1.272,0.140,0.008,0.010
"R","Peter Lake",1986,196,1986-07-15,"PVULG","PVULG","ROT","Polyarthra vulgaris",0.254,716.0,707,3.987,0.180,0.163,0.651
"R","Peter Lake",1986,196,1986-07-15,"FLONG","FIL","ROT","Filinia longispina",0.254,26.5,707,0.148,0.160,0.053,0.008
"R","Peter Lake",1986,196,1986-07-15,"EPSH","EPSH","CCOP","Epischura lacustris",0.148,2.0,707,0.019,1.690,11.368,0.217
"R","Peter Lake",1986,196,1986-07-15,"CCOL","CCOL","ROT","colonial Conochilus sp.",0.254,68.5,707,0.381,0.170,2.910,1.110
"R","Peter Lake",1986,203,1986-07-22,"DPUL","DPUL","CLAD","Daphnia pulex",0.108,56.0,707,0.733,1.170,10.714,7.858
"R","Peter Lake",1986,203,1986-07-22,"KCOCH","KCOCH","ROT","Keratella cochlearis",0.254,66.0,707,0.368,0.100,0.002,0.001
"R","Peter Lake",1986,203,1986-07-22,"DROS","DROS","CLAD","Daphnia rosea",0.108,18.0,707,0.236,0.640,2.076,0.489
"R","Peter Lake",1986,203,1986-07-22,"KLONG","KLONG","ROT","Kellicotia longispina",0.254,158.5,707,0.883,0.130,0.007,0.006
"R","Peter Lake",1986,203,1986-07-22,"HGIB","HGIB","CLAD","Holopedium gibberum",0.108,34.5,707,0.452,1.110,12.276,5.547
"R","Peter Lake",1986,203,1986-07-22,"PVULG","PVULG","ROT","Polyarthra vulgaris",0.254,310.0,707,1.726,0.140,0.077,0.133
"R","Peter Lake",1986,203,1986-07-22,"DOREG","FDIAPT","OCOP","Diaptomus oregonensis",0.148,44.5,707,0.425,0.890,2.660,1.131
"R","Peter Lake",1986,203,1986-07-22,"MESO","MESO","CCOP","Mesocyclops edax",0.148,2.5,707,0.024,1.300,14.899,0.356
"R","Peter Lake",1986,203,1986-07-22,"ORTH","ORTH","OCOP","Orthocyclops modestus",0.148,5.0,707,0.048,0.960,7.053,0.337
"R","Peter Lake",1986,203,1986-07-22,"CCOL","CCOL","ROT","colonial Conochilus sp.",0.254,29.0,707,0.161,0.140,2.910,0.470
"R","Peter Lake",1986,203,1986-07-22,"COPD","COPD","OCOP","Copepodite",0.148,59.5,707,0.569,0.470,1.139,0.648
"R","Peter Lake",1986,203,1986-07-22,"NAUP","NAUP","OCOP","Nauplii",0.148,270.5,707,2.585,0.200,0.944,2.442
"R","Peter Lake",1986,210,1986-07-29,"DPUL","DPUL","CLAD","Daphnia pulex",0.108,29.5,707,0.386,0.940,5.907,2.282
"R","Peter Lake",1986,210,1986-07-29,"PVULG","PVULG","ROT","Polyarthra vulgaris",0.254,630.0,707,3.508,0.170,0.138,0.483
"R","Peter Lake",1986,210,1986-07-29,"DROS","DROS","CLAD","Daphnia rosea",0.108,5.5,707,0.072,0.660,2.258,0.163
"R","Peter Lake",1986,210,1986-07-29,"CCOL","CCOL","ROT","colonial Conochilus sp.",0.254,4.5,707,0.025,0.140,2.910,0.073
"R","Peter Lake",1986,210,1986-07-29,"HGIB","HGIB","CLAD","Holopedium gibberum",0.108,11.0,707,0.144,1.200,14.460,2.083
"R","Peter Lake",1986,210,1986-07-29,"DIAPH","DIAPH","CLAD","Diaphanosoma birgei",0.108,2.0,707,0.026,0.660,1.431,0.037
"R","Peter Lake",1986,210,1986-07-29,"DOREG","FDIAPT","OCOP","Diaptomus oregonensis",0.148,17.5,707,0.167,0.890,2.660,0.445
"R","Peter Lake",1986,210,1986-07-29,"COPD","COPD","OCOP","Copepodite",0.148,46.0,707,0.440,0.450,1.019,0.448
"R","Peter Lake",1986,210,1986-07-29,"NAUP","NAUP","OCOP","Nauplii",0.148,428.5,707,4.095,0.190,0.922,3.776
"R","Peter Lake",1986,210,1986-07-29,"SYNCH","SYNCH","ROT","Synchaeta sp.",0.254,25.0,707,0.139,0.180,0.070,0.010
"R","Peter Lake",1986,210,1986-07-29,"KCOCH","KCOCH","ROT","Keratella cochlearis",0.254,101.0,707,0.562,0.100,0.002,0.001
"R","Peter Lake",1986,210,1986-07-29,"KLONG","KLONG","ROT","Kellicotia longispina",0.254,428.5,707,2.386,0.130,0.007,0.016
"R","Peter Lake",1986,217,1986-08-05,"DPUL","DPUL","CLAD","Daphnia pulex",0.108,54.0,707,0.707,1.100,9.059,6.407
"R","Peter Lake",1986,217,1986-08-05,"DROS","DROS","CLAD","Daphnia rosea",0.108,10.5,707,0.138,0.740,3.082,0.424
"R","Peter Lake",1986,217,1986-08-05,"HGIB","HGIB","CLAD","Holopedium gibberum",0.108,20.0,707,0.262,0.960,9.050,2.370
"R","Peter Lake",1986,217,1986-08-05,"DIAPH","DIAPH","CLAD","Diaphanosoma birgei",0.108,5.0,707,0.065,0.830,2.876,0.188
"R","Peter Lake",1986,217,1986-08-05,"ORTH","ORTH","OCOP","Orthocyclops modestus",0.148,5.0,707,0.048,0.900,5.982,0.286
"R","Peter Lake",1986,217,1986-08-05,"DOREG","FDIAPT","OCOP","Diaptomus oregonensis",0.148,54.5,707,0.521,0.890,2.660,1.385
"R","Peter Lake",1986,217,1986-08-05,"COPD","COPD","OCOP","Copepodite",0.148,133.5,707,1.276,0.450,1.019,1.300
"R","Peter Lake",1986,217,1986-08-05,"NAUP","NAUP","OCOP","Nauplii",0.148,453.5,707,4.334,0.200,0.944,4.093
"R","Peter Lake",1986,217,1986-08-05,"KCOCH","KCOCH","ROT","Keratella cochlearis",0.254,16.5,707,0.092,0.100,0.002,0.000
"R","Peter Lake",1986,217,1986-08-05,"KLONG","KLONG","ROT","Kellicotia longispina",0.254,16.5,707,0.092,0.160,0.012,0.001
"R","Peter Lake",1986,217,1986-08-05,"PVULG","PVULG","ROT","Polyarthra vulgaris",0.254,252.0,707,1.403,0.150,0.095,0.133
"R","Peter Lake",1986,217,1986-08-05,"KLONG","KLONG","ROT","Kellicotia longispina",0.254,201.5,707,1.122,0.120,0.005,0.006
"R","Peter Lake",1986,217,1986-08-05,"MESO","MESO","CCOP","Mesocyclops edax",0.148,3.5,707,0.033,1.500,26.287,0.879
"R","Peter Lake",1986,217,1986-08-05,"EPSH","EPSH","CCOP","Epischura lacustris",0.148,1.0,707,0.010,1.950,15.716,0.150
"R","Peter Lake",1986,217,1986-08-05,"CCOL","CCOL","ROT","colonial Conochilus sp.",0.254,10.5,707,0.058,0.140,2.910,0.170
"R","Peter Lake",1986,224,1986-08-12,"DPUL","DPUL","CLAD","Daphnia pulex",0.108,53.5,707,0.701,1.140,9.983,6.995
"R","Peter Lake",1986,224,1986-08-12,"DROS","DROS","CLAD","Daphnia rosea",0.108,6.0,707,0.079,0.630,1.989,0.156
"R","Peter Lake",1986,224,1986-08-12,"HGIB","HGIB","CLAD","Holopedium gibberum",0.108,10.0,707,0.131,1.210,14.714,1.927
"R","Peter Lake",1986,224,1986-08-12,"DOREG","FDIAPT","OCOP","Diaptomus oregonensis",0.148,20.0,707,0.191,0.890,2.660,0.508
"R","Peter Lake",1986,224,1986-08-12,"COPD","COPD","OCOP","Copepodite",0.148,128.5,707,1.228,0.540,1.623,1.994
"R","Peter Lake",1986,224,1986-08-12,"NAUP","NAUP","OCOP","Nauplii",0.148,396.0,707,3.785,0.170,0.875,3.312
"R","Peter Lake",1986,224,1986-08-12,"FLONG","FIL","ROT","Filinia longispina",0.254,10.0,707,0.056,0.160,0.053,0.003
"R","Peter Lake",1986,224,1986-08-12,"AEUC","AEUC","ROT","Ascomorpha ecaudis",0.254,59.5,707,0.331,0.150,0.041,0.013
"R","Peter Lake",1986,224,1986-08-12,"KLONG","KLONG","ROT","Kellicotia longispina",0.254,435.5,707,2.425,0.130,0.007,0.016
"R","Peter Lake",1986,224,1986-08-12,"PVULG","PVULG","ROT","Polyarthra vulgaris",0.254,386.0,707,2.149,0.150,0.095,0.203
"R","Peter Lake",1986,224,1986-08-12,"MESO","MESO","CCOP","Mesocyclops edax",0.148,1.0,707,0.010,1.500,26.287,0.251
"R","Peter Lake",1986,224,1986-08-12,"CCOL","CCOL","ROT","colonial Conochilus sp.",0.254,6.0,707,0.033,0.140,2.910,0.097
"R","Peter Lake",1986,231,1986-08-19,"DPUL","DPUL","CLAD","Daphnia pulex",0.108,63.5,707,0.832,1.160,10.467,8.704
"R","Peter Lake",1986,231,1986-08-19,"DROS","DROS","CLAD","Daphnia rosea",0.108,8.5,707,0.111,0.660,2.258,0.251
"R","Peter Lake",1986,231,1986-08-19,"HGIB","HGIB","CLAD","Holopedium gibberum",0.108,0.5,707,0.007,1.210,14.714,0.096
"R","Peter Lake",1986,231,1986-08-19,"DOREG","FDIAPT","OCOP","Diaptomus oregonensis",0.148,20.0,707,0.191,0.890,2.660,0.508
"R","Peter Lake",1986,231,1986-08-19,"COPD","COPD","OCOP","Copepodite",0.148,29.5,707,0.282,0.460,1.078,0.304
"R","Peter Lake",1986,231,1986-08-19,"NAUP","NAUP","OCOP","Nauplii",0.148,287.0,707,2.743,0.220,0.988,2.709
"R","Peter Lake",1986,231,1986-08-19,"FLONG","FIL","ROT","Filinia longispina",0.254,39.5,707,0.220,0.170,0.064,0.014
"R","Peter Lake",1986,231,1986-08-19,"KCOCH","KCOCH","ROT","Keratella cochlearis",0.254,20.0,707,0.111,0.100,0.002,0.000
"R","Peter Lake",1986,231,1986-08-19,"KLONG","KLONG","ROT","Kellicotia longispina",0.254,505.0,707,2.812,0.130,0.007,0.019
"R","Peter Lake",1986,231,1986-08-19,"PVULG","PVULG","ROT","Polyarthra vulgaris",0.254,346.5,707,1.930,0.150,0.095,0.182
"R","Peter Lake",1986,231,1986-08-19,"GSTYL","GSTYL","ROT","Gastropus stylifer",0.254,20.0,707,0.111,0.110,0.027,0.003
"R","Peter Lake",1986,231,1986-08-19,"CCOL","CCOL","ROT","colonial Conochilus sp.",0.254,8.0,707,0.045,0.160,2.910,0.130
"R","Peter Lake",1986,238,1986-08-26,"DPUL","DPUL","CLAD","Daphnia pulex",0.108,80.0,707,1.048,1.080,8.618,9.029
"R","Peter Lake",1986,238,1986-08-26,"DROS","DROS","CLAD","Daphnia rosea",0.108,9.0,707,0.118,0.650,2.166,0.255
"R","Peter Lake",1986,238,1986-08-26,"HGIB","HGIB","CLAD","Holopedium gibberum",0.108,10.0,707,0.131,0.950,8.853,1.159
"R","Peter Lake",1986,238,1986-08-26,"DOREG","FDIAPT","OCOP","Diaptomus oregonensis",0.148,79.0,707,0.755,0.890,2.660,2.008
"R","Peter Lake",1986,238,1986-08-26,"COPD","COPD","OCOP","Copepodite",0.148,198.0,707,1.892,0.520,1.474,2.790
"R","Peter Lake",1986,238,1986-08-26,"NAUP","NAUP","OCOP","Nauplii",0.148,350.0,707,3.345,0.210,0.966,3.232
"R","Peter Lake",1986,238,1986-08-26,"KLONG","KLONG","ROT","Kellicotia longispina",0.254,548.0,707,3.052,0.140,0.008,0.025
"R","Peter Lake",1986,238,1986-08-26,"PVULG","PVULG","ROT","Polyarthra vulgaris",0.254,198.0,707,1.103,0.180,0.163,0.180
"R","Peter Lake",1986,238,1986-08-26,"AEUC","AEUC","ROT","Ascomorpha ecaudis",0.254,20.0,707,0.111,0.150,0.041,0.005
"R","Peter Lake",1986,238,1986-08-26,"GSTYL","GSTYL","ROT","Gastropus stylifer",0.254,53.0,707,0.295,0.090,0.015,0.004
"R","Peter Lake",1986,238,1986-08-26,"GHYPT","MSBR","ROT","Gastropus hyptopus",0.254,6.5,707,0.036,0.120,0.035,0.001
"R","Peter Lake",1986,238,1986-08-26,"KCOCH","KCOCH","ROT","Keratella cochlearis",0.254,20.0,707,0.111,0.140,0.005,0.001
"R","Peter Lake",1986,238,1986-08-26,"FLONG","FIL","ROT","Filinia longispina",0.254,13.0,707,0.072,0.190,0.089,0.006
"R","Peter Lake",1986,238,1986-08-26,"MESO","MESO","CCOP","Mesocyclops edax",0.148,1.0,707,0.010,1.500,26.287,0.251
"R","Peter Lake",1986,238,1986-08-26,"CCOL","CCOL","ROT","colonial Conochilus sp.",0.254,1.0,707,0.006,0.160,2.910,0.016
"R","Peter Lake",1986,245,1986-09-02,"DPUL","DPUL","CLAD","Daphnia pulex",0.108,87.0,707,1.139,0.960,6.256,7.128
"R","Peter Lake",1986,245,1986-09-02,"DROS","DROS","CLAD","Daphnia rosea",0.108,22.0,707,0.288,0.710,2.754,0.793
"R","Peter Lake",1986,245,1986-09-02,"HGIB","HGIB","CLAD","Holopedium gibberum",0.108,10.0,707,0.131,0.970,9.249,1.211
"R","Peter Lake",1986,245,1986-09-02,"DOREG","FDIAPT","OCOP","Diaptomus oregonensis",0.148,49.5,707,0.473,0.890,2.660,1.258
"R","Peter Lake",1986,245,1986-09-02,"MESO","MESO","CCOP","Mesocyclops edax",0.148,2.5,707,0.024,1.500,26.287,0.628
"R","Peter Lake",1986,245,1986-09-02,"COPD","COPD","OCOP","Copepodite",0.148,128.5,707,1.228,0.500,1.334,1.638
"R","Peter Lake",1986,245,1986-09-02,"NAUP","NAUP","OCOP","Nauplii",0.148,158.5,707,1.515,0.210,0.966,1.464
"R","Peter Lake",1986,245,1986-09-02,"KCOCH","KCOCH","ROT","Keratella cochlearis",0.254,10.0,707,0.056,0.100,0.002,0.000
"R","Peter Lake",1986,245,1986-09-02,"KLONG","KLONG","ROT","Kellicotia longispina",0.254,425.5,707,2.369,0.140,0.008,0.020
"R","Peter Lake",1986,245,1986-09-02,"PVULG","PVULG","ROT","Polyarthra vulgaris",0.254,208.0,707,1.158,0.180,0.163,0.189
"R","Peter Lake",1986,245,1986-09-02,"GSTYL","GSTYL","ROT","Gastropus stylifer",0.254,69.5,707,0.387,0.090,0.015,0.006
"R","Peter Lake",1986,245,1986-09-02,"AEUC","AEUC","ROT","Ascomorpha ecaudis",0.254,10.0,707,0.056,0.150,0.041,0.002
"R","Peter Lake",1986,245,1986-09-02,"CCOL","CCOL","ROT","colonial Conochilus sp.",0.254,1.5,707,0.008,0.160,2.910,0.024
"R","Peter Lake",1987,146,1987-05-26,"DROS","DROS","CLAD","Daphnia rosea",0.080,53.0,848,0.781,1.180,10.965,8.568
"R","Peter Lake",1987,146,1987-05-26,"HGIB","HGIB","CLAD","Holopedium gibberum",0.159,59.5,848,0.442,1.080,11.590,5.126
"R","Peter Lake",1987,146,1987-05-26,"DOREG","FDIAPT","OCOP","Diaptomus oregonensis",0.063,158.5,848,2.983,0.970,3.230,9.636
"R","Peter Lake",1987,146,1987-05-26,"SDIAP","FDIAPT","OCOP","Skistodiaptomus sp.",0.064,10.0,848,0.184,0.900,2.730,0.503
"R","Peter Lake",1987,146,1987-05-26,"EPSH","EPSH","CCOP","Epischura lacustris",0.063,10.0,848,0.188,1.590,9.902,1.864
"R","Peter Lake",1987,146,1987-05-26,"ORTH","ORTH","OCOP","Orthocyclops modestus",0.121,20.0,848,0.194,1.000,7.828,1.522
"R","Peter Lake",1987,146,1987-05-26,"CYCVR","DT-CYV","OCOP","Cyclops varicans rubellus",0.121,0.9,848,0.009,0.830,4.865,0.042
"R","Peter Lake",1987,146,1987-05-26,"COPD","COPD","OCOP","Copepodite",0.132,772.5,848,6.903,0.580,1.948,13.450
"R","Peter Lake",1987,146,1987-05-26,"NAUP","NAUP","OCOP","Nauplii",0.133,445.5,848,3.941,0.280,1.106,4.359
"R","Peter Lake",1987,146,1987-05-26,"KCOCH","KCOCH","ROT","Keratella cochlearis",0.232,624.0,848,3.173,0.120,0.003,0.011
"R","Peter Lake",1987,146,1987-05-26,"KTEST","KTEST","ROT","Keratella testudo",0.183,217.5,848,1.404,0.130,0.004,0.006
"R","Peter Lake",1987,146,1987-05-26,"PVULG","PVULG","ROT","Polyarthra vulgaris",0.341,198.0,848,0.684,0.130,0.062,0.042
"R","Peter Lake",1987,146,1987-05-26,"KLONG","KLONG","ROT","Kellicotia longispina",0.116,247.5,848,2.517,0.140,0.008,0.021
"R","Peter Lake",1987,146,1987-05-26,"GSTYL","GSTYL","ROT","Gastropus stylifer",0.197,40.0,848,0.239,0.130,0.044,0.011
"R","Peter Lake",1987,146,1987-05-26,"GHYPT","MSBR","ROT","Gastropus hyptopus",0.197,2297.0,848,13.730,0.130,0.044,0.603
"R","Peter Lake",1987,146,1987-05-26,"ASPLG","ASPLG","PROT","Asplanchna sp.",0.042,20.0,848,0.562,0.600,4.968,2.790
"R","Peter Lake",1987,146,1987-05-26,"CCOL","CCOL","ROT","colonial Conochilus sp.",0.042,56.5,848,1.586,0.130,2.910,4.616
"R","Peter Lake",1987,146,1987-05-26,"AEUC","AEUC","ROT","Ascomorpha ecaudis",0.042,208.0,848,5.840,0.140,0.033,0.192
"R","Peter Lake",1987,146,1987-05-26,"DPUL","DPUL","CLAD","Daphnia pulex",0.137,560.5,848,4.825,1.680,28.663,138.289
"R","Peter Lake",1987,153,1987-06-02,"DROS","DROS","CLAD","Daphnia rosea",0.080,7.0,848,0.103,0.740,3.082,0.318
"R","Peter Lake",1987,153,1987-06-02,"HGIB","HGIB","CLAD","Holopedium gibberum",0.159,59.0,848,0.439,1.170,13.711,6.014
"R","Peter Lake",1987,153,1987-06-02,"DOREG","FDIAPT","OCOP","Diaptomus oregonensis",0.063,297.0,848,5.590,1.030,3.710,20.740
"R","Peter Lake",1987,153,1987-06-02,"SDIAP","FDIAPT","OCOP","Skistodiaptomus sp.",0.064,79.0,848,1.456,0.920,2.870,4.179
"R","Peter Lake",1987,153,1987-06-02,"EPSH","EPSH","CCOP","Epischura lacustris",0.063,6.0,848,0.113,1.930,15.353,1.734
"R","Peter Lake",1987,153,1987-06-02,"CYCVR","DT-CYV","OCOP","Cyclops varicans rubellus",0.121,119.0,848,1.157,0.810,4.571,5.288
"R","Peter Lake",1987,153,1987-06-02,"MESO","MESO","CCOP","Mesocyclops edax",0.121,20.0,848,0.194,1.500,26.287,5.111
"R","Peter Lake",1987,153,1987-06-02,"COPD","COPD","OCOP","Copepodite",0.132,317.0,848,2.833,0.540,1.623,4.599
"R","Peter Lake",1987,153,1987-06-02,"NAUP","NAUP","OCOP","Nauplii",0.133,594.0,848,5.255,0.250,1.049,5.511
"R","Peter Lake",1987,153,1987-06-02,"KCOCH","KCOCH","ROT","Keratella cochlearis",0.232,1208.0,848,6.142,0.130,0.004,0.027
"R","Peter Lake",1987,153,1987-06-02,"KTEST","KTEST","ROT","Keratella testudo",0.183,475.0,848,3.067,0.140,0.005,0.017
"R","Peter Lake",1987,153,1987-06-02,"PVULG","PVULG","ROT","Polyarthra vulgaris",0.341,713.0,848,2.464,0.140,0.077,0.189
"R","Peter Lake",1987,153,1987-06-02,"KLONG","KLONG","ROT","Kellicotia longispina",0.116,1109.0,848,11.277,0.140,0.008,0.093
"R","Peter Lake",1987,153,1987-06-02,"GSTYL","GSTYL","ROT","Gastropus stylifer",0.197,79.0,848,0.472,0.110,0.027,0.013
"R","Peter Lake",1987,153,1987-06-02,"GHYPT","MSBR","ROT","Gastropus hyptopus",0.197,515.0,848,3.078,0.130,0.044,0.135
"R","Peter Lake",1987,153,1987-06-02,"SYNCH","SYNCH","ROT","Synchaeta sp.",0.251,40.0,848,0.188,0.240,0.166,0.031
"R","Peter Lake",1987,153,1987-06-02,"ASPLG","ASPLG","PROT","Asplanchna sp.",0.042,59.0,848,1.657,0.290,0.561,0.929
"R","Peter Lake",1987,153,1987-06-02,"CCOL","CCOL","ROT","colonial Conochilus sp.",0.042,102.5,848,2.878,0.130,2.910,8.375
"R","Peter Lake",1987,153,1987-06-02,"FLONG","FIL","ROT","Filinia longispina",0.042,40.0,848,1.123,0.130,0.029,0.032
"R","Peter Lake",1987,153,1987-06-02,"AEUC","AEUC","ROT","Ascomorpha ecaudis",0.042,416.0,848,11.680,0.160,0.049,0.574
"R","Peter Lake",1987,153,1987-06-02,"DPUL","DPUL","CLAD","Daphnia pulex",0.137,224.0,848,1.928,1.650,27.292,52.623
"R","Peter Lake",1987,160,1987-06-09,"DROS","DROS","CLAD","Daphnia rosea",0.080,56.0,848,0.826,0.740,3.082,2.545
"R","Peter Lake",1987,160,1987-06-09,"HGIB","HGIB","CLAD","Holopedium gibberum",0.159,59.0,848,0.439,1.170,13.711,6.014
"R","Peter Lake",1987,160,1987-06-09,"DOREG","FDIAPT","OCOP","Diaptomus oregonensis",0.063,40.0,848,0.753,0.980,3.310,2.492
"R","Peter Lake",1987,160,1987-06-09,"SDIAP","FDIAPT","OCOP","Skistodiaptomus sp.",0.064,40.0,848,0.737,0.920,2.870,2.116
"R","Peter Lake",1987,160,1987-06-09,"EPSH","EPSH","CCOP","Epischura lacustris",0.063,10.0,848,0.188,1.530,9.076,1.708
"R","Peter Lake",1987,160,1987-06-09,"ORTH","ORTH","OCOP","Orthocyclops modestus",0.121,99.0,848,0.962,1.080,9.527,9.170
"R","Peter Lake",1987,160,1987-06-09,"CYCVR","DT-CYV","OCOP","Cyclops varicans rubellus",0.121,158.0,848,1.536,0.790,4.288,6.587
"R","Peter Lake",1987,160,1987-06-09,"MESO","MESO","CCOP","Mesocyclops edax",0.121,40.0,848,0.389,1.110,7.959,3.095
"R","Peter Lake",1987,160,1987-06-09,"COPD","COPD","OCOP","Copepodite",0.132,238.0,848,2.127,0.610,2.216,4.713
"R","Peter Lake",1987,160,1987-06-09,"NAUP","NAUP","OCOP","Nauplii",0.133,772.0,848,6.830,0.240,1.029,7.026
"R","Peter Lake",1987,160,1987-06-09,"KCOCH","KCOCH","ROT","Keratella cochlearis",0.232,1346.0,848,6.843,0.130,0.004,0.030
"R","Peter Lake",1987,160,1987-06-09,"KTEST","KTEST","ROT","Keratella testudo",0.183,1069.0,848,6.903,0.140,0.005,0.038
"R","Peter Lake",1987,160,1987-06-09,"PVULG","PVULG","ROT","Polyarthra vulgaris",0.341,1307.0,848,4.517,0.130,0.062,0.278
"R","Peter Lake",1987,160,1987-06-09,"KLONG","KLONG","ROT","Kellicotia longispina",0.116,1426.0,848,14.500,0.150,0.010,0.147
"R","Peter Lake",1987,160,1987-06-09,"GSTYL","GSTYL","ROT","Gastropus stylifer",0.197,634.0,848,3.790,0.120,0.035,0.131
"R","Peter Lake",1987,160,1987-06-09,"GHYPT","MSBR","ROT","Gastropus hyptopus",0.197,178.0,848,1.064,0.120,0.035,0.037
"R","Peter Lake",1987,160,1987-06-09,"SYNCH","SYNCH","ROT","Synchaeta sp.",0.251,178.0,848,0.838,0.220,0.128,0.107
"R","Peter Lake",1987,160,1987-06-09,"ASPLG","ASPLG","PROT","Asplanchna sp.",0.042,40.0,848,1.123,0.670,6.918,7.769
"R","Peter Lake",1987,160,1987-06-09,"CCOL","CCOL","ROT","colonial Conochilus sp.",0.042,124.5,848,3.496,0.130,2.910,10.172
"R","Peter Lake",1987,160,1987-06-09,"FLONG","FIL","ROT","Filinia longispina",0.042,40.0,848,1.123,0.140,0.036,0.040
"R","Peter Lake",1987,160,1987-06-09,"AEUC","AEUC","ROT","Ascomorpha ecaudis",0.042,238.0,848,6.682,0.160,0.049,0.328
"R","Peter Lake",1987,160,1987-06-09,"DPUL","DPUL","CLAD","Daphnia pulex",0.137,296.0,848,2.548,1.746,31.825,81.085
"R","Peter Lake",1987,167,1987-06-16,"DROS","DROS","CLAD","Daphnia rosea",0.080,16.5,848,0.243,0.770,3.434,0.835
"R","Peter Lake",1987,167,1987-06-16,"HGIB","HGIB","CLAD","Holopedium gibberum",0.159,137.0,848,1.018,1.090,11.816,12.034
"R","Peter Lake",1987,167,1987-06-16,"DOREG","FDIAPT","OCOP","Diaptomus oregonensis",0.063,119.0,848,2.240,0.950,3.090,6.921
