lakename,year4,sampledate,daynum,species
"PAUL",2001,2001-07-02,183,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-20,232,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-09,190,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-21,141,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-25,176,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-05,217,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-04,155,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-16,197,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-10,222,"LARGEMOUTHBASS"
WEST LONG,1991,1991-06-28,179,"LARGEMOUTHBASS"
WEST LONG,1991,1991-08-20,232,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-19,231,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-23,235,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-23,235,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-23,235,"LARGEMOUTHBASS"
"PETER",1991,1991-05-18,138,"LARGEMOUTHBASS"
"PETER",1991,1991-05-18,138,"LARGEMOUTHBASS"
"PETER",1991,1991-05-18,138,"LARGEMOUTHBASS"
"PETER",1991,1991-05-18,138,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-19,231,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-23,235,"LARGEMOUTHBASS"
WEST LONG,1991,1991-08-21,233,"LARGEMOUTHBASS"
WEST LONG,1991,1991-08-21,233,"LARGEMOUTHBASS"
WEST LONG,1991,1991-08-21,233,"LARGEMOUTHBASS"
WEST LONG,1991,1991-08-22,234,"LARGEMOUTHBASS"
WEST LONG,1991,1991-08-22,234,"LARGEMOUTHBASS"
WEST LONG,1991,1991-08-21,233,"LARGEMOUTHBASS"
WEST LONG,1991,1991-08-21,233,"LARGEMOUTHBASS"
WEST LONG,1991,1991-08-22,234,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-19,231,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-23,235,"LARGEMOUTHBASS"
WEST LONG,1991,1991-08-22,234,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-23,235,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-19,231,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-23,235,"LARGEMOUTHBASS"
"PAUL",1991,1991-07-12,193,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-19,231,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-19,231,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-23,235,"LARGEMOUTHBASS"
WEST LONG,1991,1991-08-21,233,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-19,231,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-23,235,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-23,235,"LARGEMOUTHBASS"
WEST LONG,1991,1991-08-21,233,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-23,235,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-23,235,"LARGEMOUTHBASS"
"PAUL",1991,1991-07-12,193,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-19,231,"LARGEMOUTHBASS"
"PAUL",1991,1991-08-19,231,"LARGEMOUTHBASS"
"PAUL",1991,1991-05-18,138,"LARGEMOUTHBASS"
"PAUL",1991,1991-05-18,138,"LARGEMOUTHBASS"
WEST LONG,1991,1991-05-25,145,"LARGEMOUTHBASS"
"PAUL",1991,1991-05-18,138,"LARGEMOUTHBASS"
"PAUL",1991,1991-05-20,140,"LARGEMOUTHBASS"
EAST LONG,1991,1991-05-22,142,"LARGEMOUTHBASS"
"PETER",1991,1991-05-18,138,"LARGEMOUTHBASS"
EAST LONG,1991,1991-05-21,141,"LARGEMOUTHBASS"
EAST LONG,1991,1991-05-21,141,"LARGEMOUTHBASS"
WEST LONG,1991,1991-08-21,233,"LARGEMOUTHBASS"
EAST LONG,1992,1992-05-16,137,"COMMONSHINER"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
"PETER",1992,1992-05-20,141,"BLUEGILL"
WEST LONG,1992,1992-07-16,198,"LARGEMOUTHBASS"
WEST LONG,1992,1992-08-09,222,"LARGEMOUTHBASS"
WEST LONG,1992,1992-08-11,224,"LARGEMOUTHBASS"
WEST LONG,1992,1992-08-11,224,"LARGEMOUTHBASS"
"PETER",1992,1992-05-17,138,"BLUEGILL"
WEST LONG,1992,1992-05-18,139,"YELLOWPERCH"
WEST LONG,1992,1992-07-16,198,"LARGEMOUTHBASS"
EAST LONG,1992,1992-08-09,222,"BLUEGILL"
"PAUL",1992,1992-08-12,225,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-06,188,"LARGEMOUTHBASS"
WEST LONG,1992,1992-08-11,224,"LARGEMOUTHBASS"
EAST LONG,1992,1992-05-22,143,"WHITESUCKER"
WEST LONG,1992,1992-05-22,143,"YELLOWPERCH"
WEST LONG,1992,1992-07-16,198,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-17,199,"LARGEMOUTHBASS"
WEST LONG,1992,1992-08-09,222,"LARGEMOUTHBASS"
WEST LONG,1992,1992-08-11,224,"LARGEMOUTHBASS"
"PETER",1992,1992-07-06,188,"PUMPKINSEED"
WEST LONG,1992,1992-08-09,222,"LARGEMOUTHBASS"
WEST LONG,1992,1992-08-11,224,"LARGEMOUTHBASS"
"PAUL",1992,1992-06-18,170,"LARGEMOUTHBASS"
"PETER",1992,1992-05-17,138,"BLUEGILL"
"PAUL",1992,1992-06-18,170,"LARGEMOUTHBASS"
"PETER",1992,1992-08-12,225,"BLUEGILL"
WEST LONG,1992,1992-07-30,212,"LARGEMOUTHBASS"
WEST LONG,1992,1992-08-11,224,"LARGEMOUTHBASS"
EAST LONG,1992,1992-05-20,141,"BLUEGILL"
EAST LONG,1992,1992-05-20,141,"BLUEGILL"
"PAUL",1992,1992-06-18,170,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-18,139,"YELLOWPERCH"
WEST LONG,1992,1992-08-09,222,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-07,189,"LARGEMOUTHBASS"
EAST LONG,1991,1991-05-21,141,"YELLOWPERCH"
WEST LONG,1991,1991-08-20,232,"YELLOWPERCH"
EAST LONG,1991,1991-05-23,143,"YELLOWPERCH"
WEST LONG,1991,1991-05-25,145,"YELLOWPERCH"
EAST LONG,1991,1991-05-21,141,"YELLOWPERCH"
EAST LONG,1991,1991-05-21,141,"YELLOWPERCH"
EAST LONG,1991,1991-05-22,142,"YELLOWPERCH"
EAST LONG,1991,1991-05-21,141,"YELLOWPERCH"
EAST LONG,1991,1991-05-22,142,"YELLOWPERCH"
EAST LONG,1991,1991-05-22,142,"YELLOWPERCH"
EAST LONG,1991,1991-05-21,141,"YELLOWPERCH"
EAST LONG,1991,1991-05-21,141,"YELLOWPERCH"
EAST LONG,1991,1991-05-22,142,"YELLOWPERCH"
EAST LONG,1991,1991-05-22,142,"YELLOWPERCH"
EAST LONG,1991,1991-05-22,142,"YELLOWPERCH"
EAST LONG,1991,1991-05-22,142,"YELLOWPERCH"
EAST LONG,1991,1991-05-22,142,"YELLOWPERCH"
EAST LONG,1991,1991-05-24,144,"YELLOWPERCH"
EAST LONG,1991,1991-05-23,143,"YELLOWPERCH"
EAST LONG,1991,1991-05-21,141,"YELLOWPERCH"
EAST LONG,1991,1991-05-21,141,"YELLOWPERCH"
EAST LONG,1991,1991-05-22,142,"YELLOWPERCH"
EAST LONG,1991,1991-05-21,141,"YELLOWPERCH"
EAST LONG,1991,1991-05-22,142,"YELLOWPERCH"
EAST LONG,1991,1991-05-21,141,"YELLOWPERCH"
EAST LONG,1991,1991-05-21,141,"YELLOWPERCH"
EAST LONG,1991,1991-05-22,142,"YELLOWPERCH"
EAST LONG,1991,1991-05-22,142,"YELLOWPERCH"
EAST LONG,1991,1991-05-22,142,"YELLOWPERCH"
"PAUL",1992,1992-05-23,144,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-20,141,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-20,141,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-20,141,"YELLOWPERCH"
WEST LONG,1992,1992-05-22,143,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-22,143,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-22,143,"YELLOWPERCH"
WEST LONG,1992,1992-05-22,143,"LARGEMOUTHBASS"
EAST LONG,1992,1992-05-16,137,"GOLDENSHINER"
EAST LONG,1992,1992-05-16,137,"GOLDENSHINER"
EAST LONG,1992,1992-05-16,137,"GOLDENSHINER"
EAST LONG,1992,1992-05-16,137,"GOLDENSHINER"
EAST LONG,1992,1992-05-16,137,"GOLDENSHINER"
EAST LONG,1992,1992-05-16,137,"GOLDENSHINER"
EAST LONG,1992,1992-05-16,137,"GOLDENSHINER"
"PAUL",1992,1992-05-17,138,"LARGEMOUTHBASS"
"PAUL",1992,1992-05-19,140,"LARGEMOUTHBASS"
EAST LONG,1992,1992-05-16,137,"GOLDENSHINER"
EAST LONG,1992,1992-05-16,137,"GOLDENSHINER"
EAST LONG,1992,1992-05-16,137,"GOLDENSHINER"
EAST LONG,1992,1992-08-09,222,"BLUEGILL"
EAST LONG,1992,1992-08-09,222,"BLUEGILL"
EAST LONG,1992,1992-08-09,222,"BLUEGILL"
"CENTRAL LONG",1995,1995-05-22,142,"YELLOWPERCH"
WEST LONG,1995,1995-05-24,144,"YELLOWPERCH"
WEST LONG,1995,1995-05-24,144,"YELLOWPERCH"
WEST LONG,1992,1992-05-23,144,"YELLOWPERCH"
"CENTRAL LONG",1992,1992-05-22,143,"YELLOWPERCH"
"CENTRAL LONG",1995,1995-05-22,142,"YELLOWPERCH"
"CENTRAL LONG",1992,1992-05-22,143,"YELLOWPERCH"
"CENTRAL LONG",1992,1992-05-21,142,"YELLOWPERCH"
"CENTRAL LONG",1992,1992-05-21,142,"YELLOWPERCH"
"CENTRAL LONG",1992,1992-05-22,143,"YELLOWPERCH"
"CENTRAL LONG",1992,1992-05-22,143,"YELLOWPERCH"
"CENTRAL LONG",1995,1995-06-02,153,"YELLOWPERCH"
"CENTRAL LONG",1992,1992-05-21,142,"YELLOWPERCH"
"CENTRAL LONG",1992,1992-05-21,142,"YELLOWPERCH"
"CENTRAL LONG",1992,1992-05-22,143,"YELLOWPERCH"
WEST LONG,1992,1992-05-23,144,"YELLOWPERCH"
"CENTRAL LONG",1995,1995-06-02,153,"YELLOWPERCH"
"CENTRAL LONG",1995,1995-05-22,142,"YELLOWPERCH"
"CENTRAL LONG",1995,1995-06-02,153,"YELLOWPERCH"
"CENTRAL LONG",1995,1995-05-22,142,"YELLOWPERCH"
"CENTRAL LONG",1992,1992-05-22,143,"YELLOWPERCH"
WEST LONG,1995,1995-06-24,175,"YELLOWPERCH"
"CENTRAL LONG",1995,1995-06-02,153,"YELLOWPERCH"
"CENTRAL LONG",1995,1995-05-22,142,"YELLOWPERCH"
"CENTRAL LONG",1995,1995-05-22,142,"YELLOWPERCH"
WEST LONG,1995,1995-08-05,217,"YELLOWPERCH"
WEST LONG,1995,1995-07-08,189,"YELLOWPERCH"
"CENTRAL LONG",1992,1992-05-22,143,"YELLOWPERCH"
"CENTRAL LONG",1995,1995-05-22,142,"YELLOWPERCH"
"CENTRAL LONG",1995,1995-06-02,153,"YELLOWPERCH"
WEST LONG,1992,1992-05-23,144,"YELLOWPERCH"
"CENTRAL LONG",1992,1992-05-22,143,"YELLOWPERCH"
WEST LONG,1992,1992-05-23,144,"YELLOWPERCH"
"CENTRAL LONG",1995,1995-05-22,142,"YELLOWPERCH"
"PAUL",1985,1985-08-24,236,"LARGEMOUTHBASS"
"PAUL",1985,1985-08-24,236,"LARGEMOUTHBASS"
"PAUL",1985,1985-08-24,236,"LARGEMOUTHBASS"
"PAUL",1985,1985-08-24,236,"LARGEMOUTHBASS"
"PAUL",1985,1985-08-24,236,"LARGEMOUTHBASS"
"PAUL",1985,1985-08-24,236,"LARGEMOUTHBASS"
"PAUL",1985,1985-08-24,236,"LARGEMOUTHBASS"
"PAUL",1985,1985-08-24,236,"LARGEMOUTHBASS"
"PAUL",1985,1985-08-24,236,"LARGEMOUTHBASS"
"PAUL",1985,1985-08-24,236,"LARGEMOUTHBASS"
"PAUL",1985,1985-08-24,236,"LARGEMOUTHBASS"
"PAUL",1985,1985-08-24,236,"LARGEMOUTHBASS"
"PAUL",1985,1985-08-24,236,"LARGEMOUTHBASS"
"PAUL",1985,1985-08-24,236,"LARGEMOUTHBASS"
"PAUL",1985,1985-08-24,236,"LARGEMOUTHBASS"
"PAUL",1985,1985-08-24,236,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PETER",1985,1985-08-25,237,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-20,140,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-21,141,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-25,176,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-23,204,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-20,232,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-21,141,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-12,163,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-25,176,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-19,231,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-13,225,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-22,142,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-04,155,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-18,169,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-20,232,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-19,231,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-20,140,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-21,141,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-19,231,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-19,231,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-09,190,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-22,142,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-18,169,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-21,141,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-20,140,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-20,140,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-21,141,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-04,155,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-19,231,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-18,169,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-18,169,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-30,211,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-20,140,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-25,176,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-02,183,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-16,197,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-02,183,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-23,204,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-18,169,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-05,217,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-23,143,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-18,169,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-19,231,"LARGEMOUTHBASS"
WEST LONG,2001,2001-08-20,232,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-02,183,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-23,204,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-20,140,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-02,183,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-21,141,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-13,225,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-19,231,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-12,163,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-20,232,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-23,143,"LARGEMOUTHBASS"
WEST LONG,2001,2001-08-20,232,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-23,204,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-20,140,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-05,217,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-20,140,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-21,141,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-21,141,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-21,141,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-16,197,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-23,143,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-18,169,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-09,190,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-13,225,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-16,197,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-05,217,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-21,141,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-22,142,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-04,155,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-05,217,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-19,231,"LARGEMOUTHBASS"
"PAUL",2001,2001-06-04,155,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-02,183,"LARGEMOUTHBASS"
"PAUL",2001,2001-07-02,183,"LARGEMOUTHBASS"
"PAUL",2001,2001-08-20,232,"LARGEMOUTHBASS"
"PAUL",2001,2001-05-20,140,"LARGEMOUTHBASS"
WEST LONG,1992,1992-06-18,170,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-05,187,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-05,187,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-30,212,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-18,139,"YELLOWPERCH"
WEST LONG,1992,1992-05-20,141,"LARGEMOUTHBASS"
WEST LONG,1992,1992-06-18,170,"LARGEMOUTHBASS"
EAST LONG,1992,1992-08-13,226,"PUMPKINSEED"
"PAUL",1992,1992-06-18,170,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-19,140,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-31,213,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-22,143,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
"PETER",1992,1992-05-20,141,"BLUEGILL"
WEST LONG,1992,1992-05-19,140,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-20,141,"YELLOWPERCH"
WEST LONG,1992,1992-05-22,143,"YELLOWPERCH"
EAST LONG,1992,1992-06-19,171,"BLUEGILL"
WEST LONG,1992,1992-05-18,139,"LARGEMOUTHBASS"
WEST LONG,1992,1992-06-19,171,"LARGEMOUTHBASS"
WEST LONG,1992,1992-08-09,222,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
"PETER",1992,1992-05-17,138,"COMMONSHINER"
WEST LONG,1992,1992-05-20,141,"YELLOWPERCH"
WEST LONG,1992,1992-06-18,170,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-06,188,"LARGEMOUTHBASS"
"PAUL",1992,1992-05-17,138,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-12,225,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-20,141,"YELLOWPERCH"
EAST LONG,1992,1992-08-12,225,"PUMPKINSEED"
"PAUL",1992,1992-05-19,140,"LARGEMOUTHBASS"
"PAUL",1992,1992-05-17,138,"LARGEMOUTHBASS"
"PAUL",1992,1992-06-19,171,"LARGEMOUTHBASS"
"PAUL",1992,1992-07-30,212,"LARGEMOUTHBASS"
"PETER",1992,1992-05-23,144,"BLUEGILL"
"PETER",1992,1992-07-06,188,"BLUEGILL"
WEST LONG,1992,1992-08-09,222,"LARGEMOUTHBASS"
EAST LONG,1992,1992-05-16,137,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-12,225,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-17,138,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-19,140,"LARGEMOUTHBASS"
WEST LONG,1992,1992-08-09,222,"LARGEMOUTHBASS"
"PAUL",1992,1992-05-19,140,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-17,138,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-20,141,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-20,141,"SMALLMOUTHBASS"
EAST LONG,1992,1992-05-16,137,"YELLOWPERCH"
EAST LONG,1992,1992-08-12,225,"BLUEGILL"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-20,141,"LARGEMOUTHBASS"
WEST LONG,1992,1992-07-31,213,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-16,137,"YELLOWPERCH"
"PAUL",1992,1992-05-17,138,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-17,138,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-18,139,"YELLOWPERCH"
WEST LONG,1992,1992-05-20,141,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-22,143,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-22,143,"LARGEMOUTHBASS"
WEST LONG,1992,1992-05-16,137,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
"PAUL",1992,1992-08-10,223,"LARGEMOUTHBASS"
EAST LONG,1992,1992-05-20,141,"YELLOWPERCH"
"PAUL",1992,1992-05-17,138,"LARGEMOUTHBASS"
