lakeid,lakename,year4,daynum,sampledate,areal_prod_mixed,vol_prod_mixed,areal_prod_pzone,vol_prod_pzone
"L","Paul Lake",1990,188,1990-07-07,236.9324,150.7751,365.2545,71.0217
"L","Paul Lake",1990,189,1990-07-08,262.8354,171.1487,454.4820,89.6162
"L","Paul Lake",1990,190,1990-07-09,264.5135,176.3424,524.0967,104.8193
"L","Paul Lake",1990,191,1990-07-10,257.6700,171.7800,501.1756,98.8233
"L","Paul Lake",1990,192,1990-07-11,247.8611,165.2407,488.5145,94.9889
"L","Paul Lake",1990,193,1990-07-12,233.9472,155.9648,490.9583,94.1564
"L","Paul Lake",1990,194,1990-07-13,224.4763,149.6509,475.1679,89.8966
"L","Paul Lake",1990,195,1990-07-14,218.9543,145.9695,402.5716,75.1467
"L","Paul Lake",1990,196,1990-07-15,207.9539,138.6359,379.9659,69.9937
"L","Paul Lake",1990,197,1990-07-16,198.2842,132.1894,404.4510,73.5365
"L","Paul Lake",1990,198,1990-07-17,199.0914,132.7276,399.6207,73.1332
"L","Paul Lake",1990,199,1990-07-18,195.8267,130.5511,424.0917,78.1222
"L","Paul Lake",1990,200,1990-07-19,199.5386,133.0257,367.2683,68.1027
"L","Paul Lake",1990,201,1990-07-20,198.9733,132.6488,408.3149,76.2188
"L","Paul Lake",1990,202,1990-07-21,198.4442,132.2961,407.8783,76.6483
"L","Paul Lake",1990,203,1990-07-22,199.7022,133.1348,347.2229,65.6908
"L","Paul Lake",1990,204,1990-07-23,201.7191,134.4794,382.0896,72.7790
"L","Paul Lake",1990,205,1990-07-24,206.2731,137.5154,400.1992,76.7505
"L","Paul Lake",1990,206,1990-07-25,212.1957,141.4638,406.1946,78.4376
"L","Paul Lake",1990,207,1990-07-26,216.5972,144.3982,426.5081,82.9321
"L","Paul Lake",1990,208,1990-07-27,201.8567,134.5711,330.1045,64.6358
"L","Paul Lake",1990,209,1990-07-28,222.4703,148.3135,397.8151,78.4424
"L","Paul Lake",1990,210,1990-07-29,217.9486,145.2991,373.3062,74.1317
"L","Paul Lake",1990,211,1990-07-30,233.1392,155.4261,495.4092,99.0818
"L","Paul Lake",1990,212,1990-07-31,229.3133,149.3203,479.9916,94.1160
"L","Paul Lake",1990,213,1990-08-01,223.1732,142.0193,470.0476,90.3938
"L","Paul Lake",1990,214,1990-08-02,221.1960,137.6331,443.0060,83.5860
"L","Paul Lake",1990,215,1990-08-03,216.8282,131.9823,410.0060,75.9270
"L","Paul Lake",1990,216,1990-08-04,206.3489,122.9313,356.0866,64.7430
"L","Paul Lake",1990,217,1990-08-05,199.7793,116.5379,409.9207,73.2001
"L","Paul Lake",1990,218,1990-08-06,190.0450,108.5971,401.1725,70.3811
"L","Paul Lake",1990,219,1990-08-07,194.4021,112.4640,396.1055,69.4052
"L","Paul Lake",1990,220,1990-08-08,194.6537,114.0231,403.2766,70.5734
"L","Paul Lake",1990,221,1990-08-09,199.8242,118.5398,371.7114,64.9683
"L","Paul Lake",1990,222,1990-08-10,200.1973,120.2902,391.8975,68.4110
"L","Paul Lake",1990,223,1990-08-11,201.5083,122.6572,386.5994,67.4021
"L","Paul Lake",1990,224,1990-08-12,197.8241,122.0061,422.0568,73.4925
"L","Paul Lake",1990,225,1990-08-13,198.1274,123.8296,427.8185,74.4032
"L","Paul Lake",1990,226,1990-08-14,214.5632,132.3297,412.6760,72.2183
"L","Paul Lake",1990,227,1990-08-15,219.5457,133.6365,456.6834,80.4222
"L","Paul Lake",1990,228,1990-08-16,234.0332,140.6208,463.0021,82.0510
"L","Paul Lake",1990,229,1990-08-17,250.3356,148.5042,430.1766,76.7194
"L","Paul Lake",1990,230,1990-08-18,196.5659,115.1432,274.7265,49.3099
"L","Paul Lake",1990,231,1990-08-19,261.5349,151.3012,403.6347,72.9147
"L","Paul Lake",1990,232,1990-08-20,289.0173,165.1527,496.0548,90.1918
"L","Paul Lake",1990,233,1990-08-21,278.8246,163.2144,517.6226,92.7085
"L","Paul Lake",1990,234,1990-08-22,271.1650,162.6990,527.0375,93.0066
"L","Paul Lake",1990,235,1990-08-23,268.2372,165.0690,491.8267,85.5351
"L","Paul Lake",1990,236,1990-08-24,237.6546,150.0977,386.4252,66.2443
"L","Paul Lake",1990,237,1990-08-25,254.4221,165.0306,509.3922,86.0945
"L","Paul Lake",1990,238,1990-08-26,247.2970,164.8647,513.2353,85.5392
"L","Paul Lake",1990,239,1990-08-27,255.1227,164.0074,447.9965,74.8741
"L","Paul Lake",1990,240,1990-08-28,286.1509,177.6109,597.6313,100.1617
"L","Paul Lake",1990,241,1990-08-29,307.6078,184.5647,617.8815,103.8456
"L","Paul Lake",1990,242,1990-08-30,331.4697,192.4663,626.6541,105.6159
"L","Paul Lake",1990,243,1990-08-31,354.2367,199.2582,611.9871,103.4344
"L","Paul Lake",1990,244,1990-09-01,375.9602,205.0692,678.9423,115.0750
"L","Paul Lake",1990,245,1990-09-02,401.6747,212.6513,679.2533,115.4538
"L","Paul Lake",1990,246,1990-09-03,369.3358,189.9441,523.3174,89.2018
"L","Paul Lake",1990,247,1990-09-04,425.4917,212.7459,624.2407,106.7078
"L","Paul Lake",1990,248,1990-09-05,448.4650,231.9646,702.1754,119.5192
"L","Paul Lake",1990,249,1990-09-06,366.9584,196.5849,516.3237,87.5125
"L","Paul Lake",1990,250,1990-09-07,440.3229,244.6238,691.8171,116.7624
"L","Paul Lake",1990,251,1990-09-08,436.4149,251.7778,693.9730,116.6341
"L","Paul Lake",1990,252,1990-09-09,439.3648,263.6188,719.2237,120.3722
"L","Paul Lake",1990,253,1990-09-10,462.8690,289.2932,887.5740,147.9290
"R","Peter Lake",1984,156,1984-06-04,464.5643,232.2822,1182.5170,168.9310
"R","Peter Lake",1984,157,1984-06-05,464.4564,240.8293,1240.3840,179.0244
"R","Peter Lake",1984,158,1984-06-06,450.3533,242.4979,1157.2990,168.7728
"R","Peter Lake",1984,159,1984-06-07,452.2851,253.2797,1253.7440,184.7622
"R","Peter Lake",1984,160,1984-06-08,444.3044,259.1776,1265.8390,188.5291
"R","Peter Lake",1984,162,1984-06-10,423.1265,269.2623,1296.1430,197.2391
"R","Peter Lake",1984,163,1984-06-11,399.5685,266.3790,1112.0670,171.0872
"R","Peter Lake",1984,164,1984-06-12,412.4185,274.9457,1293.6070,199.0165
"R","Peter Lake",1984,165,1984-06-13,405.9589,258.3375,1221.6320,190.0316
"R","Peter Lake",1984,166,1984-06-14,388.2443,236.3226,1036.0390,162.9724
"R","Peter Lake",1984,167,1984-06-15,364.0418,212.3577,904.2563,143.8590
"R","Peter Lake",1984,168,1984-06-16,334.0681,187.0782,780.8569,125.6551
"R","Peter Lake",1984,169,1984-06-17,334.9004,180.3310,972.1573,158.2582
"R","Peter Lake",1984,170,1984-06-18,305.6743,158.4978,853.3445,140.5509
"R","Peter Lake",1984,171,1984-06-19,265.3397,132.6699,682.8467,113.8078
"R","Peter Lake",1984,172,1984-06-20,246.7361,127.9372,766.1804,126.1944
"R","Peter Lake",1984,173,1984-06-21,223.1385,120.1515,645.7322,105.1192
"R","Peter Lake",1984,174,1984-06-22,198.5909,111.2109,571.4968,91.9650
"R","Peter Lake",1984,175,1984-06-23,181.9765,106.1529,633.3430,100.7591
"R","Peter Lake",1984,176,1984-06-24,160.5697,97.7381,602.4804,94.7722
"R","Peter Lake",1984,177,1984-06-25,140.0559,89.1265,466.2922,72.5343
"R","Peter Lake",1984,178,1984-06-26,120.1549,80.1033,396.3030,60.9697
"R","Peter Lake",1984,179,1984-06-27,137.0303,87.2011,482.0971,73.3626
"R","Peter Lake",1984,180,1984-06-28,152.7305,92.9664,522.5371,78.6615
"R","Peter Lake",1984,181,1984-06-29,170.0129,99.1742,541.1447,80.5960
"R","Peter Lake",1984,182,1984-06-30,187.8617,105.2026,566.2235,83.4435
"R","Peter Lake",1984,183,1984-07-01,205.9238,110.8820,555.7410,81.0456
"R","Peter Lake",1984,184,1984-07-02,221.8813,115.0496,546.6688,78.9007
"R","Peter Lake",1984,185,1984-07-03,246.1199,123.0600,644.7333,92.1048
"R","Peter Lake",1984,186,1984-07-04,237.2030,118.6015,592.9516,84.7074
"R","Peter Lake",1984,187,1984-07-05,226.4027,113.2013,539.0997,77.0142
"R","Peter Lake",1984,188,1984-07-06,219.8963,109.9481,572.2386,81.7484
"R","Peter Lake",1984,189,1984-07-07,188.3492,94.1746,381.8422,54.5489
"R","Peter Lake",1984,190,1984-07-08,194.3801,97.1900,424.3983,60.6283
"R","Peter Lake",1984,191,1984-07-09,176.3581,88.1790,356.4986,50.9284
"R","Peter Lake",1984,192,1984-07-10,181.6721,90.8361,444.0465,63.4352
"R","Peter Lake",1984,193,1984-07-11,180.7929,90.3965,444.1816,63.4545
"R","Peter Lake",1984,194,1984-07-12,179.0856,89.5428,411.4758,58.7823
"R","Peter Lake",1984,195,1984-07-13,171.8028,85.9014,365.5342,52.2192
"R","Peter Lake",1984,196,1984-07-14,176.4501,88.2251,401.1820,57.3117
"R","Peter Lake",1984,197,1984-07-15,176.1499,88.0750,405.5245,57.9321
"R","Peter Lake",1984,198,1984-07-16,155.9542,77.9771,314.6440,44.9492
"R","Peter Lake",1984,199,1984-07-17,176.6667,88.3333,434.5825,62.0832
"R","Peter Lake",1984,200,1984-07-18,167.9596,83.9798,397.4156,56.7737
"R","Peter Lake",1984,201,1984-07-19,163.0899,81.5449,419.2538,59.8934
"R","Peter Lake",1984,202,1984-07-20,156.0722,78.0361,410.8048,58.6864
"R","Peter Lake",1984,203,1984-07-21,141.4648,70.7324,334.9747,47.8535
"R","Peter Lake",1984,204,1984-07-22,141.6046,70.8023,394.4425,56.3489
"R","Peter Lake",1984,205,1984-07-23,134.1787,67.0893,401.0784,57.2969
"R","Peter Lake",1984,206,1984-07-24,126.6332,63.3166,386.9874,55.2839
"R","Peter Lake",1984,207,1984-07-25,132.9880,65.3274,392.3823,54.9335
"R","Peter Lake",1984,208,1984-07-26,139.3579,67.2762,400.1023,54.9160
"R","Peter Lake",1984,209,1984-07-27,145.8920,69.2369,395.8210,53.2836
"R","Peter Lake",1984,210,1984-07-28,152.2388,71.0448,385.1793,50.8727
"R","Peter Lake",1984,211,1984-07-29,158.9166,72.9453,387.6760,50.2543
"R","Peter Lake",1984,212,1984-07-30,157.5585,71.1555,320.5226,40.7938
"R","Peter Lake",1984,213,1984-07-31,169.6077,75.3812,351.9923,43.9990
"R","Peter Lake",1984,214,1984-08-01,188.9167,83.9630,368.4771,46.8971
"R","Peter Lake",1984,215,1984-08-02,205.7630,91.4502,384.5411,49.8479
"R","Peter Lake",1984,216,1984-08-03,247.2442,109.8863,503.9814,66.5636
"R","Peter Lake",1984,217,1984-08-04,241.1629,107.1835,430.1776,57.9085
"R","Peter Lake",1984,218,1984-08-05,304.6383,135.3948,640.0546,87.8506
"R","Peter Lake",1984,219,1984-08-06,324.8950,144.3978,644.5268,90.2337
"R","Peter Lake",1984,220,1984-08-07,357.6717,158.9652,737.0245,105.2892
"R","Peter Lake",1984,221,1984-08-08,385.3991,168.6121,820.3664,114.8513
"R","Peter Lake",1984,222,1984-08-09,395.6838,170.4484,752.4255,103.2741
"R","Peter Lake",1984,223,1984-08-10,422.1691,179.1020,800.2231,107.7223
"R","Peter Lake",1984,224,1984-08-11,465.6570,194.6029,957.7219,126.4916
"R","Peter Lake",1984,225,1984-08-12,492.0958,202.6277,986.7111,127.9070
"R","Peter Lake",1984,226,1984-08-13,499.2285,202.5855,921.7256,117.3105
"R","Peter Lake",1984,227,1984-08-14,544.0166,217.6066,1046.3420,130.7928
"R","Peter Lake",1984,228,1984-08-15,526.8535,216.9397,1089.1830,136.1478
"R","Peter Lake",1984,229,1984-08-16,477.8545,202.7262,905.3636,113.1705
"R","Peter Lake",1984,230,1984-08-17,476.4670,208.4543,1005.9380,125.7423
"R","Peter Lake",1984,231,1984-08-18,453.0125,204.5863,1005.8690,125.7336
"R","Peter Lake",1984,232,1984-08-19,427.9518,199.7108,939.1487,117.3936
"R","Peter Lake",1984,233,1984-08-20,330.0583,159.3385,602.5573,75.3197
"R","Peter Lake",1985,141,1985-05-21,42.2972,21.1486,102.6976,15.7996
"R","Peter Lake",1985,142,1985-05-22,56.1197,28.0598,103.0540,15.6821
"R","Peter Lake",1985,143,1985-05-23,64.5736,32.2868,107.1529,16.1306
"R","Peter Lake",1985,144,1985-05-24,106.4484,53.2242,239.4732,35.6662
"R","Peter Lake",1985,145,1985-05-25,126.9450,63.4725,290.1612,42.7606
"R","Peter Lake",1985,146,1985-05-26,144.3658,72.1829,283.9668,41.4118
"R","Peter Lake",1985,147,1985-05-27,166.6572,83.3286,336.6821,48.5933
"R","Peter Lake",1985,148,1985-05-28,178.4384,89.2192,333.6154,47.6593
"R","Peter Lake",1985,149,1985-05-29,170.7402,85.3701,352.3093,49.8215
"R","Peter Lake",1985,150,1985-05-30,154.3648,77.1824,335.2148,46.9301
"R","Peter Lake",1985,151,1985-05-31,136.0213,68.0107,312.2025,43.2756
"R","Peter Lake",1985,152,1985-06-01,116.5384,58.2692,248.3483,34.0870
"R","Peter Lake",1985,153,1985-06-02,97.2859,48.6430,237.5180,32.2840
"R","Peter Lake",1985,154,1985-06-03,77.7503,38.8751,186.6704,25.1287
"R","Peter Lake",1985,155,1985-06-04,56.9282,28.4641,135.3001,18.0400
"R","Peter Lake",1985,156,1985-06-05,66.4901,33.2451,147.0572,19.6076
"R","Peter Lake",1985,157,1985-06-06,76.0742,38.0371,174.0975,23.2130
"R","Peter Lake",1985,158,1985-06-07,85.9985,42.9993,185.8714,24.7828
"R","Peter Lake",1985,159,1985-06-08,95.1018,47.5509,186.1292,24.8172
"R","Peter Lake",1985,160,1985-06-09,104.8979,52.4490,222.0117,29.6016
"R","Peter Lake",1985,161,1985-06-10,114.8994,57.4497,235.1658,31.3554
"R","Peter Lake",1985,162,1985-06-11,124.7764,62.3882,236.1091,31.4812
"R","Peter Lake",1985,163,1985-06-12,109.6160,54.8080,178.8982,23.7400
"R","Peter Lake",1985,164,1985-06-13,124.3082,62.1541,241.5947,31.9087
"R","Peter Lake",1985,165,1985-06-14,123.9622,61.9811,242.7366,31.9090
"R","Peter Lake",1985,166,1985-06-15,122.2919,61.1459,231.0457,30.2303
"R","Peter Lake",1985,167,1985-06-16,123.2495,61.6247,255.2865,33.2466
"R","Peter Lake",1985,168,1985-06-17,123.0061,61.5031,253.1656,32.8178
"R","Peter Lake",1985,169,1985-06-18,115.9938,57.9969,209.6842,27.0560
"R","Peter Lake",1985,170,1985-06-19,120.8355,60.4177,236.2322,30.3417
"R","Peter Lake",1985,171,1985-06-20,121.5238,60.7619,264.4677,33.8132
"R","Peter Lake",1985,172,1985-06-21,121.0725,60.5362,266.5695,33.9270
"R","Peter Lake",1985,173,1985-06-22,118.0168,59.0084,230.0563,29.1474
"R","Peter Lake",1985,174,1985-06-23,115.8202,57.9101,222.3742,28.0472
"R","Peter Lake",1985,175,1985-06-24,119.7106,59.8553,252.3310,31.6828
"R","Peter Lake",1985,176,1985-06-25,119.5936,59.7968,260.5606,32.5701
"R","Peter Lake",1985,177,1985-06-26,111.3807,56.7029,241.7863,30.7728
"R","Peter Lake",1985,178,1985-06-27,103.3095,53.5679,232.7266,30.1683
"R","Peter Lake",1985,179,1985-06-28,95.1404,50.2628,206.5551,27.2809
"R","Peter Lake",1985,180,1985-06-29,87.2174,46.9632,196.1835,26.4093
"R","Peter Lake",1985,181,1985-06-30,79.1033,43.4293,182.7064,25.0774
"R","Peter Lake",1985,182,1985-07-01,69.1154,38.7046,137.0846,19.1918
"R","Peter Lake",1985,183,1985-07-02,53.8001,30.7429,92.7777,13.2540
"R","Peter Lake",1985,184,1985-07-03,80.3571,45.0000,181.1419,25.6160
"R","Peter Lake",1985,185,1985-07-04,97.7798,53.6830,211.0521,29.5473
"R","Peter Lake",1985,186,1985-07-05,115.8261,62.3679,252.6487,35.0206
"R","Peter Lake",1985,187,1985-07-06,134.2184,70.9078,283.7154,38.9413
"R","Peter Lake",1985,188,1985-07-07,151.7759,78.6986,303.7060,41.2804
"R","Peter Lake",1985,189,1985-07-08,172.3242,87.7287,375.0734,50.4907
"R","Peter Lake",1985,190,1985-07-09,191.8782,95.9391,417.5706,55.6761
"R","Peter Lake",1985,191,1985-07-10,183.4860,93.4111,377.3234,51.0389
"R","Peter Lake",1985,192,1985-07-11,174.2814,90.3681,355.4776,48.7910
"R","Peter Lake",1985,193,1985-07-12,165.0891,87.2169,333.6258,46.4752
"R","Peter Lake",1985,194,1985-07-13,156.1168,84.0629,333.3872,47.1457
"R","Peter Lake",1985,195,1985-07-14,146.1613,80.2454,284.8592,40.9029
"R","Peter Lake",1985,196,1985-07-15,109.7452,61.4573,176.4634,25.7342
"R","Peter Lake",1985,197,1985-07-16,129.9305,74.2460,263.7462,39.0735
"R","Peter Lake",1985,198,1985-07-17,144.4377,82.5358,301.7879,44.4740
"R","Peter Lake",1985,199,1985-07-18,159.4651,91.1229,327.8924,48.0680
"R","Peter Lake",1985,200,1985-07-19,173.7240,99.2709,364.2319,53.1171
"R","Peter Lake",1985,201,1985-07-20,188.7581,107.8618,390.2829,56.6214
"R","Peter Lake",1985,202,1985-07-21,187.5295,107.1597,326.2875,47.0930
"R","Peter Lake",1985,203,1985-07-22,218.1497,124.6570,446.7166,64.1439
"R","Peter Lake",1985,204,1985-07-23,232.5090,132.8623,481.7230,68.8176
"R","Peter Lake",1985,205,1985-07-24,269.0891,153.7652,542.7405,77.5344
"R","Peter Lake",1985,206,1985-07-25,304.2177,173.8387,613.6594,87.6656
"R","Peter Lake",1985,207,1985-07-26,339.1471,193.7983,713.1266,101.8752
"R","Peter Lake",1985,208,1985-07-27,362.4669,207.1240,693.3414,99.0488
"R","Peter Lake",1985,209,1985-07-28,404.9026,231.3729,854.7234,122.1033
"R","Peter Lake",1985,210,1985-07-29,436.2831,249.3046,928.7079,132.6726
"R","Peter Lake",1985,211,1985-07-30,466.1017,266.3438,974.0632,139.1519
"R","Peter Lake",1985,212,1985-07-31,450.1045,262.5609,987.2038,142.4830
"R","Peter Lake",1985,213,1985-08-01,432.8551,257.8711,926.9035,135.1734
"R","Peter Lake",1985,214,1985-08-02,402.3575,244.9133,800.6136,117.9852
"R","Peter Lake",1985,215,1985-08-03,398.4527,247.9261,880.5875,131.1513
"R","Peter Lake",1985,216,1985-08-04,380.9139,242.3998,891.1112,134.1458
"R","Peter Lake",1985,217,1985-08-05,357.0893,232.5233,765.9320,116.5549
"R","Peter Lake",1985,218,1985-08-06,235.7717,157.1811,391.1324,60.1742
"R","Peter Lake",1985,219,1985-08-07,348.0751,236.5559,793.0675,122.6845
"R","Peter Lake",1985,220,1985-08-08,354.4814,245.6802,832.5307,129.5048
"R","Peter Lake",1985,221,1985-08-09,282.0990,199.4640,511.0014,79.9332
"R","Peter Lake",1985,222,1985-08-10,362.9498,261.9225,943.7776,148.4594
"R","Peter Lake",1985,223,1985-08-11,366.5066,270.0575,968.2997,153.1774
"R","Peter Lake",1985,224,1985-08-12,371.4526,279.5880,956.8731,152.2298
"R","Peter Lake",1985,225,1985-08-13,374.5606,288.1236,966.4521,154.6324
"R","Peter Lake",1985,226,1985-08-14,332.7058,250.4238,679.4554,106.8806
"R","Peter Lake",1985,227,1985-08-15,345.0930,254.2790,725.3208,112.2043
"R","Peter Lake",1985,228,1985-08-16,362.9001,261.8866,807.8038,122.9267
"R","Peter Lake",1985,229,1985-08-17,347.6906,245.8418,730.7130,109.4116
"R","Peter Lake",1985,230,1985-08-18,376.5422,260.9698,928.9025,136.8909
"R","Peter Lake",1985,231,1985-08-19,324.1063,220.2664,639.9846,92.8475
"R","Peter Lake",1985,232,1985-08-20,263.0983,175.3989,467.8994,66.8428
"R","Peter Lake",1985,233,1985-08-21,275.2186,179.2121,489.5667,69.9381
"R","Peter Lake",1985,234,1985-08-22,376.0108,239.2796,906.1241,129.4463
"R","Peter Lake",1985,235,1985-08-23,375.8080,233.8361,884.4906,126.3558
"R","Peter Lake",1985,236,1985-08-24,368.3022,224.1839,785.6111,112.2302
"R","Peter Lake",1985,237,1985-08-25,369.9290,220.3832,797.8593,113.9799
"R","Peter Lake",1985,238,1985-08-26,297.9556,173.8074,514.3928,73.4847
"R","Peter Lake",1985,239,1985-08-27,367.6399,210.0799,806.7050,115.2436
"R","Peter Lake",1985,240,1985-08-28,382.8932,218.7961,863.3561,124.6081
"R","Peter Lake",1985,241,1985-08-29,400.3328,228.7616,960.6995,140.1020
"R","Peter Lake",1985,242,1985-08-30,339.5081,194.0046,642.1155,94.6276
"R","Peter Lake",1985,243,1985-08-31,310.1877,177.2501,560.9523,83.5461
"R","Peter Lake",1985,244,1985-09-01,437.8588,250.2050,1043.8630,157.1407
"R","Peter Lake",1985,245,1985-09-02,441.5944,252.3397,1021.6840,155.4736
"R","Peter Lake",1985,246,1985-09-03,457.9436,261.6821,1081.4550,166.3777
"R","Peter Lake",1985,247,1985-09-04,429.5495,245.4569,886.1896,135.5918
"R","Peter Lake",1985,248,1985-09-05,433.0347,247.4484,858.1334,130.5855
"R","Peter Lake",1985,249,1985-09-06,431.3788,246.5022,820.5117,124.1856
"R","Peter Lake",1985,250,1985-09-07,549.6791,314.1024,1262.7920,190.0977
"R","Peter Lake",1985,251,1985-09-08,580.1285,331.5020,1439.0010,215.4653
"R","Peter Lake",1985,252,1985-09-09,599.4090,342.5194,1439.0120,214.3210
"R","Peter Lake",1985,253,1985-09-10,618.7827,353.5901,1460.7010,216.4002
"R","Peter Lake",1985,254,1985-09-11,631.5974,360.9128,1403.2010,206.7875
"R","Peter Lake",1985,255,1985-09-12,655.6243,374.6425,1484.5640,217.6324
"R","Peter Lake",1985,256,1985-09-13,653.4961,373.4264,1353.1220,197.3303
"R","Peter Lake",1985,257,1985-09-14,641.5737,366.6135,1246.7490,180.8755
"R","Peter Lake",1985,258,1985-09-15,704.5262,402.5864,1495.7870,215.8868
"R","Peter Lake",1985,259,1985-09-16,730.8088,417.6050,1602.4070,230.0892
"R","Peter Lake",1985,260,1985-09-17,598.5939,342.0536,1038.2680,148.3240
"R","Peter Lake",1986,147,1986-05-27,141.8324,70.9162,369.0702,52.7243
"R","Peter Lake",1986,148,1986-05-28,143.1642,71.5821,357.1161,51.0166
"R","Peter Lake",1986,149,1986-05-29,144.3299,72.1650,347.9910,49.7130
"R","Peter Lake",1986,150,1986-05-30,145.4263,72.7132,333.6256,47.6608
"R","Peter Lake",1986,151,1986-05-31,146.5701,73.2851,330.8541,47.2649
"R","Peter Lake",1986,152,1986-06-01,140.4305,70.2152,267.4539,38.2077
"R","Peter Lake",1986,153,1986-06-02,148.5459,74.2730,326.1985,46.5998
"R","Peter Lake",1986,154,1986-06-03,149.5652,74.7826,319.5907,45.6558
"R","Peter Lake",1986,155,1986-06-04,145.3513,72.6756,266.9846,37.7554
"R","Peter Lake",1986,156,1986-06-05,155.5671,77.7836,346.0793,48.4511
"R","Peter Lake",1986,157,1986-06-06,158.5546,79.2773,327.4445,45.3883
"R","Peter Lake",1986,158,1986-06-07,153.8250,76.9125,292.2025,40.1062
"R","Peter Lake",1986,159,1986-06-08,165.7892,82.8946,367.7713,49.9883
"R","Peter Lake",1986,160,1986-06-09,168.3350,84.1675,396.0372,53.3127
"R","Peter Lake",1986,161,1986-06-10,160.3693,80.1847,309.3603,41.2480
"R","Peter Lake",1986,162,1986-06-11,104.9841,51.5711,160.6464,21.6255
"R","Peter Lake",1986,163,1986-06-12,187.4566,90.4963,399.6522,54.3217
"R","Peter Lake",1986,164,1986-06-13,195.3966,92.7306,411.0464,56.4181
"R","Peter Lake",1986,165,1986-06-14,203.0447,94.7542,404.1590,56.0220
"R","Peter Lake",1986,166,1986-06-15,211.5378,97.0993,414.2271,57.9918
"R","Peter Lake",1986,167,1986-06-16,220.0929,99.3968,431.5020,61.0205
"R","Peter Lake",1986,168,1986-06-17,228.0825,101.3700,444.9364,63.5623
"R","Peter Lake",1986,169,1986-06-18,237.9788,107.4743,469.5154,66.0625
"R","Peter Lake",1986,170,1986-06-19,246.1631,112.9929,495.2626,68.6503
"R","Peter Lake",1986,171,1986-06-20,255.4300,119.2007,553.0518,75.5388
"R","Peter Lake",1986,172,1986-06-21,250.7510,119.0005,496.2072,66.7971
"R","Peter Lake",1986,173,1986-06-22,268.6879,129.7114,590.6660,78.3822
"R","Peter Lake",1986,174,1986-06-23,272.3529,133.7874,600.7746,78.6060
"R","Peter Lake",1986,175,1986-06-24,286.1783,143.0892,728.2857,93.9723
"R","Peter Lake",1986,176,1986-06-25,263.5565,134.1742,594.8884,77.8359
"R","Peter Lake",1986,177,1986-06-26,256.5221,133.0114,626.9532,83.1976
"R","Peter Lake",1986,178,1986-06-27,242.0489,127.8749,588.9736,79.2849
"R","Peter Lake",1986,179,1986-06-28,228.1722,122.8620,568.7693,77.6856
"R","Peter Lake",1986,180,1986-06-29,213.7603,117.3586,539.9183,74.8402
"R","Peter Lake",1986,181,1986-06-30,199.6783,111.8198,500.5010,70.4223
"R","Peter Lake",1986,182,1986-07-01,185.4760,105.9863,428.2781,61.1826
"R","Peter Lake",1986,183,1986-07-02,204.7289,114.6482,464.1495,65.3075
"R","Peter Lake",1986,184,1986-07-03,224.7226,123.3771,527.7117,73.1481
"R","Peter Lake",1986,185,1986-07-04,235.6361,126.8810,471.0534,64.3390
"R","Peter Lake",1986,186,1986-07-05,264.7731,139.8801,564.8383,76.0359
"R","Peter Lake",1986,187,1986-07-06,286.6211,148.6183,620.2489,82.3079
"R","Peter Lake",1986,188,1986-07-07,307.9900,156.7949,664.2258,86.9080
"R","Peter Lake",1986,189,1986-07-08,302.7028,151.3514,539.7993,69.6515
"R","Peter Lake",1986,190,1986-07-09,321.9048,163.8788,690.5308,89.8460
"R","Peter Lake",1986,191,1986-07-10,312.0004,161.7780,645.6325,84.7128
"R","Peter Lake",1986,192,1986-07-11,188.9134,99.8033,296.0004,39.1683
"R","Peter Lake",1986,193,1986-07-12,263.9521,142.1281,488.2871,65.1670
"R","Peter Lake",1986,194,1986-07-13,249.3448,136.8952,460.4265,61.9805
"R","Peter Lake",1986,195,1986-07-14,277.1050,155.1788,603.3551,81.9299
"R","Peter Lake",1986,196,1986-07-15,231.4087,132.2336,439.4411,60.1974
"R","Peter Lake",1986,197,1986-07-16,272.4316,152.5617,587.1266,79.3414
"R","Peter Lake",1986,198,1986-07-17,284.6451,156.2757,664.4332,88.5911
"R","Peter Lake",1986,199,1986-07-18,287.4503,154.7809,620.4003,81.6316
"R","Peter Lake",1986,200,1986-07-19,291.7840,154.1500,614.7352,79.8357
"R","Peter Lake",1986,201,1986-07-20,303.8100,157.5311,678.2568,86.9560
"R","Peter Lake",1986,202,1986-07-21,310.4552,158.0499,695.0788,87.9847
"R","Peter Lake",1986,203,1986-07-22,316.0664,158.0332,680.5502,85.0688
"R","Peter Lake",1986,204,1986-07-23,303.3142,151.6571,650.5674,83.5591
"R","Peter Lake",1986,205,1986-07-24,252.1971,126.0986,452.1704,59.7206
"R","Peter Lake",1986,206,1986-07-25,276.4131,138.2066,595.2420,80.9067
"R","Peter Lake",1986,207,1986-07-26,261.5892,130.7946,547.0766,76.5907
"R","Peter Lake",1986,208,1986-07-27,241.6967,120.8484,471.7386,68.0860
"R","Peter Lake",1986,209,1986-07-28,231.8000,115.9000,487.3553,72.5848
"R","Peter Lake",1986,210,1986-07-29,215.8604,107.9302,459.3103,70.6631
"R","Peter Lake",1986,211,1986-07-30,224.1604,112.0802,437.3142,66.5478
"R","Peter Lake",1986,212,1986-07-31,241.9176,120.9588,521.9094,78.5670
"R","Peter Lake",1986,213,1986-08-01,250.7550,125.3775,503.6167,75.0067
"R","Peter Lake",1986,214,1986-08-02,268.0963,134.0481,580.0223,85.4770
